asset_id,downstream_assets,customers_affected,population_water_affected,critical_facilities_affected,cascade_population_water,cascade_delay_hours,consequence_score
TLS-00932,0,0.0,0.0,0,0.0,,0.0
TLS-00933,0,0.0,0.0,0,0.0,,0.0
TLS-00934,0,0.0,0.0,0,0.0,,0.0
TLS-00935,0,0.0,0.0,0,0.0,,0.0
TLS-00936,0,0.0,0.0,0,0.0,,0.0
TLS-00937,0,0.0,0.0,0,0.0,,0.0
TLS-00938,0,0.0,0.0,0,0.0,,0.0
TLS-00939,0,0.0,0.0,0,0.0,,0.0
TLS-00940,0,0.0,0.0,0,0.0,,0.0
TLS-00941,0,0.0,0.0,0,0.0,,0.0
TLS-00942,0,0.0,0.0,0,0.0,,0.0
TLS-00943,0,0.0,0.0,0,0.0,,0.0
TLS-00944,0,0.0,0.0,0,0.0,,0.0
TLS-00945,0,0.0,0.0,0,0.0,,0.0
TLS-00946,0,0.0,0.0,0,0.0,,0.0
TLS-00947,0,0.0,0.0,0,0.0,,0.0
TLS-00948,0,0.0,0.0,0,0.0,,0.0
TLS-00949,0,0.0,0.0,0,0.0,,0.0
TLS-00950,0,0.0,0.0,0,0.0,,0.0
TLS-00951,0,0.0,0.0,0,0.0,,0.0
TLS-00952,0,0.0,0.0,0,0.0,,0.0
TLS-00953,0,0.0,0.0,0,0.0,,0.0
TLS-00954,0,0.0,0.0,0,0.0,,0.0
TLS-00955,0,0.0,0.0,0,0.0,,0.0
TLS-00956,0,0.0,0.0,0,0.0,,0.0
TLS-00957,0,0.0,0.0,0,0.0,,0.0
TLS-00958,0,0.0,0.0,0,0.0,,0.0
TLS-00959,0,0.0,0.0,0,0.0,,0.0
TLS-00960,0,0.0,0.0,0,0.0,,0.0
TLS-00961,0,0.0,0.0,0,0.0,,0.0
TLS-00962,0,0.0,0.0,0,0.0,,0.0
TLS-00963,0,0.0,0.0,0,0.0,,0.0
TLS-00964,0,0.0,0.0,0,0.0,,0.0
TLS-00965,0,0.0,0.0,0,0.0,,0.0
TLS-00966,0,0.0,0.0,0,0.0,,0.0
TLS-00967,0,0.0,0.0,0,0.0,,0.0
TLS-00968,0,0.0,0.0,0,0.0,,0.0
TLS-00969,0,0.0,0.0,0,0.0,,0.0
TLS-00970,0,0.0,0.0,0,0.0,,0.0
TLS-00971,0,0.0,0.0,0,0.0,,0.0
TLS-00972,0,0.0,0.0,0,0.0,,0.0
TLS-00973,0,0.0,0.0,0,0.0,,0.0
TLS-00974,0,0.0,0.0,0,0.0,,0.0
TLS-00975,0,0.0,0.0,0,0.0,,0.0
TLS-00976,0,0.0,0.0,0,0.0,,0.0
TLS-00977,0,0.0,0.0,0,0.0,,0.0
TLS-00978,0,0.0,0.0,0,0.0,,0.0
TLS-00979,0,0.0,0.0,0,0.0,,0.0
TLS-00980,0,0.0,0.0,0,0.0,,0.0
TLS-00981,0,0.0,0.0,0,0.0,,0.0
TLS-00982,0,0.0,0.0,0,0.0,,0.0
TLS-00983,0,0.0,0.0,0,0.0,,0.0
TLS-00984,0,0.0,0.0,0,0.0,,0.0
TLS-00985,0,0.0,0.0,0,0.0,,0.0
TLS-00986,0,0.0,0.0,0,0.0,,0.0
TLS-00987,0,0.0,0.0,0,0.0,,0.0
TLS-00988,0,0.0,0.0,0,0.0,,0.0
TLS-00989,0,0.0,0.0,0,0.0,,0.0
TLS-00990,0,0.0,0.0,0,0.0,,0.0
TLS-00991,0,0.0,0.0,0,0.0,,0.0
TLS-00992,0,0.0,0.0,0,0.0,,0.0
TLS-00993,0,0.0,0.0,0,0.0,,0.0
TLS-00994,0,0.0,0.0,0,0.0,,0.0
TLS-00995,0,0.0,0.0,0,0.0,,0.0
TLS-00996,0,0.0,0.0,0,0.0,,0.0
TLS-00997,0,0.0,0.0,0,0.0,,0.0
TLS-00998,0,0.0,0.0,0,0.0,,0.0
TLS-00999,0,0.0,0.0,0,0.0,,0.0
TLS-01000,0,0.0,0.0,0,0.0,,0.0
TLS-01001,0,0.0,0.0,0,0.0,,0.0
TLS-01002,0,0.0,0.0,0,0.0,,0.0
TLS-01003,0,0.0,0.0,0,0.0,,0.0
TLS-01004,0,0.0,0.0,0,0.0,,0.0
TLS-01005,0,0.0,0.0,0,0.0,,0.0
TLS-01006,0,0.0,0.0,0,0.0,,0.0
TLS-01007,0,0.0,0.0,0,0.0,,0.0
TLS-01008,0,0.0,0.0,0,0.0,,0.0
TLS-01009,0,0.0,0.0,0,0.0,,0.0
TLS-01010,0,0.0,0.0,0,0.0,,0.0
TLS-01011,0,0.0,0.0,0,0.0,,0.0
TLS-01012,0,0.0,0.0,0,0.0,,0.0
TLS-01013,0,0.0,0.0,0,0.0,,0.0
TLS-01014,0,0.0,0.0,0,0.0,,0.0
TLS-01015,0,0.0,0.0,0,0.0,,0.0
TLS-01016,0,0.0,0.0,0,0.0,,0.0
TLS-01017,0,0.0,0.0,0,0.0,,0.0
TLS-01018,0,0.0,0.0,0,0.0,,0.0
TLS-01019,0,0.0,0.0,0,0.0,,0.0
TLS-01020,0,0.0,0.0,0,0.0,,0.0
TLS-01021,0,0.0,0.0,0,0.0,,0.0
TLS-01022,0,0.0,0.0,0,0.0,,0.0
TLS-01023,0,0.0,0.0,0,0.0,,0.0
TLS-01024,0,0.0,0.0,0,0.0,,0.0
TLS-01025,0,0.0,0.0,0,0.0,,0.0
TLS-01026,0,0.0,0.0,0,0.0,,0.0
TLS-01027,0,0.0,0.0,0,0.0,,0.0
TLS-01028,0,0.0,0.0,0,0.0,,0.0
TLS-01029,0,0.0,0.0,0,0.0,,0.0
TLS-01030,0,0.0,0.0,0,0.0,,0.0
TLS-01031,0,0.0,0.0,0,0.0,,0.0
TLS-01032,0,0.0,0.0,0,0.0,,0.0
TLS-01033,0,0.0,0.0,0,0.0,,0.0
TLS-01034,0,0.0,0.0,0,0.0,,0.0
TLS-01035,0,0.0,0.0,0,0.0,,0.0
TLS-01036,0,0.0,0.0,0,0.0,,0.0
TLS-01037,0,0.0,0.0,0,0.0,,0.0
TLS-01038,0,0.0,0.0,0,0.0,,0.0
TLS-01039,0,0.0,0.0,0,0.0,,0.0
TLS-01040,0,0.0,0.0,0,0.0,,0.0
TLS-01041,0,0.0,0.0,0,0.0,,0.0
TLS-01042,0,0.0,0.0,0,0.0,,0.0
TLS-01043,0,0.0,0.0,0,0.0,,0.0
TLS-01044,0,0.0,0.0,0,0.0,,0.0
TLS-01045,0,0.0,0.0,0,0.0,,0.0
TLS-01046,0,0.0,0.0,0,0.0,,0.0
TLS-01047,0,0.0,0.0,0,0.0,,0.0
TLS-01048,0,0.0,0.0,0,0.0,,0.0
TLS-01049,0,0.0,0.0,0,0.0,,0.0
TLS-01050,0,0.0,0.0,0,0.0,,0.0
TLS-01051,0,0.0,0.0,0,0.0,,0.0
TLS-01052,0,0.0,0.0,0,0.0,,0.0
TLS-01053,0,0.0,0.0,0,0.0,,0.0
TLS-01054,0,0.0,0.0,0,0.0,,0.0
TLS-01055,0,0.0,0.0,0,0.0,,0.0
TLS-01056,0,0.0,0.0,0,0.0,,0.0
TLS-01057,0,0.0,0.0,0,0.0,,0.0
TLS-01058,0,0.0,0.0,0,0.0,,0.0
TLS-01059,0,0.0,0.0,0,0.0,,0.0
TLS-01060,0,0.0,0.0,0,0.0,,0.0
TLS-01061,0,0.0,0.0,0,0.0,,0.0
TLS-01062,0,0.0,0.0,0,0.0,,0.0
TLS-01063,0,0.0,0.0,0,0.0,,0.0
TLS-01064,0,0.0,0.0,0,0.0,,0.0
TLS-01065,0,0.0,0.0,0,0.0,,0.0
TLS-01066,0,0.0,0.0,0,0.0,,0.0
TLS-01067,0,0.0,0.0,0,0.0,,0.0
TLS-01068,0,0.0,0.0,0,0.0,,0.0
TLS-01069,0,0.0,0.0,0,0.0,,0.0
TLS-01070,0,0.0,0.0,0,0.0,,0.0
TLS-01071,0,0.0,0.0,0,0.0,,0.0
TLS-01072,0,0.0,0.0,0,0.0,,0.0
TLS-01073,0,0.0,0.0,0,0.0,,0.0
TLS-01074,0,0.0,0.0,0,0.0,,0.0
TLS-01075,0,0.0,0.0,0,0.0,,0.0
TLS-01076,0,0.0,0.0,0,0.0,,0.0
TLS-01077,0,0.0,0.0,0,0.0,,0.0
TLS-01078,0,0.0,0.0,0,0.0,,0.0
TLS-01079,0,0.0,0.0,0,0.0,,0.0
TLS-01080,0,0.0,0.0,0,0.0,,0.0
TLS-01081,0,0.0,0.0,0,0.0,,0.0
TLS-01082,0,0.0,0.0,0,0.0,,0.0
TLS-01083,0,0.0,0.0,0,0.0,,0.0
TLS-01084,0,0.0,0.0,0,0.0,,0.0
TLS-01085,0,0.0,0.0,0,0.0,,0.0
TLS-01086,0,0.0,0.0,0,0.0,,0.0
TLS-01087,0,0.0,0.0,0,0.0,,0.0
TLS-01088,0,0.0,0.0,0,0.0,,0.0
TLS-01089,0,0.0,0.0,0,0.0,,0.0
TLS-01090,0,0.0,0.0,0,0.0,,0.0
TLS-01091,0,0.0,0.0,0,0.0,,0.0
TLS-01092,0,0.0,0.0,0,0.0,,0.0
TLS-01093,0,0.0,0.0,0,0.0,,0.0
TLS-01094,0,0.0,0.0,0,0.0,,0.0
TLS-01095,0,0.0,0.0,0,0.0,,0.0
TLS-01096,0,0.0,0.0,0,0.0,,0.0
TLS-01097,0,0.0,0.0,0,0.0,,0.0
TLS-01098,0,0.0,0.0,0,0.0,,0.0
TLS-01099,0,0.0,0.0,0,0.0,,0.0
TLS-01100,0,0.0,0.0,0,0.0,,0.0
TLS-01101,0,0.0,0.0,0,0.0,,0.0
TLS-01102,0,0.0,0.0,0,0.0,,0.0
TLS-01103,0,0.0,0.0,0,0.0,,0.0
TLS-01104,0,0.0,0.0,0,0.0,,0.0
TLS-01105,0,0.0,0.0,0,0.0,,0.0
TLS-01106,0,0.0,0.0,0,0.0,,0.0
TLS-01107,0,0.0,0.0,0,0.0,,0.0
TLS-01108,0,0.0,0.0,0,0.0,,0.0
TLS-01109,0,0.0,0.0,0,0.0,,0.0
TLS-01110,0,0.0,0.0,0,0.0,,0.0
TLS-01111,0,0.0,0.0,0,0.0,,0.0
TLS-01112,0,0.0,0.0,0,0.0,,0.0
TLS-01113,0,0.0,0.0,0,0.0,,0.0
TLS-01114,0,0.0,0.0,0,0.0,,0.0
TLS-01115,0,0.0,0.0,0,0.0,,0.0
TLS-01116,0,0.0,0.0,0,0.0,,0.0
TLS-01117,0,0.0,0.0,0,0.0,,0.0
TLS-01118,0,0.0,0.0,0,0.0,,0.0
TLS-01119,0,0.0,0.0,0,0.0,,0.0
TLS-01120,0,0.0,0.0,0,0.0,,0.0
TLS-01121,0,0.0,0.0,0,0.0,,0.0
TLS-01122,0,0.0,0.0,0,0.0,,0.0
TLS-01123,0,0.0,0.0,0,0.0,,0.0
TLS-01124,0,0.0,0.0,0,0.0,,0.0
TLS-01125,0,0.0,0.0,0,0.0,,0.0
TLS-01126,0,0.0,0.0,0,0.0,,0.0
TLS-01127,0,0.0,0.0,0,0.0,,0.0
TLS-01128,0,0.0,0.0,0,0.0,,0.0
TLS-01129,0,0.0,0.0,0,0.0,,0.0
TLS-01130,0,0.0,0.0,0,0.0,,0.0
TLS-01131,0,0.0,0.0,0,0.0,,0.0
TLS-01132,0,0.0,0.0,0,0.0,,0.0
TLS-01133,0,0.0,0.0,0,0.0,,0.0
TLS-01134,0,0.0,0.0,0,0.0,,0.0
TLS-01135,0,0.0,0.0,0,0.0,,0.0
TLS-01136,0,0.0,0.0,0,0.0,,0.0
TLS-01137,0,0.0,0.0,0,0.0,,0.0
TLS-01138,0,0.0,0.0,0,0.0,,0.0
TLS-01139,0,0.0,0.0,0,0.0,,0.0
TLS-01140,0,0.0,0.0,0,0.0,,0.0
TLS-01141,0,0.0,0.0,0,0.0,,0.0
TLS-01142,0,0.0,0.0,0,0.0,,0.0
TLS-01143,0,0.0,0.0,0,0.0,,0.0
TLS-01144,0,0.0,0.0,0,0.0,,0.0
TLS-01145,0,0.0,0.0,0,0.0,,0.0
TLS-01146,0,0.0,0.0,0,0.0,,0.0
TLS-01147,0,0.0,0.0,0,0.0,,0.0
TLS-01148,0,0.0,0.0,0,0.0,,0.0
TLS-01149,0,0.0,0.0,0,0.0,,0.0
TLS-01150,0,0.0,0.0,0,0.0,,0.0
TLS-01151,0,0.0,0.0,0,0.0,,0.0
TLS-01152,0,0.0,0.0,0,0.0,,0.0
TLS-01153,0,0.0,0.0,0,0.0,,0.0
TLS-01154,0,0.0,0.0,0,0.0,,0.0
TLS-01155,0,0.0,0.0,0,0.0,,0.0
TLS-01156,0,0.0,0.0,0,0.0,,0.0
TLS-01157,0,0.0,0.0,0,0.0,,0.0
TLS-01158,0,0.0,0.0,0,0.0,,0.0
TLS-01159,0,0.0,0.0,0,0.0,,0.0
TLS-01160,0,0.0,0.0,0,0.0,,0.0
TLS-01161,0,0.0,0.0,0,0.0,,0.0
TLS-01162,0,0.0,0.0,0,0.0,,0.0
TLS-01163,0,0.0,0.0,0,0.0,,0.0
TLS-01164,0,0.0,0.0,0,0.0,,0.0
TLS-01165,0,0.0,0.0,0,0.0,,0.0
TLS-01166,0,0.0,0.0,0,0.0,,0.0
TLS-01167,0,0.0,0.0,0,0.0,,0.0
TLS-01168,0,0.0,0.0,0,0.0,,0.0
TLS-01169,0,0.0,0.0,0,0.0,,0.0
TLS-01170,0,0.0,0.0,0,0.0,,0.0
TLS-01171,0,0.0,0.0,0,0.0,,0.0
TLS-01172,0,0.0,0.0,0,0.0,,0.0
TLS-01173,0,0.0,0.0,0,0.0,,0.0
TLS-01174,0,0.0,0.0,0,0.0,,0.0
TLS-01175,0,0.0,0.0,0,0.0,,0.0
TLS-01176,0,0.0,0.0,0,0.0,,0.0
TLS-01177,0,0.0,0.0,0,0.0,,0.0
TLS-01178,0,0.0,0.0,0,0.0,,0.0
TLS-01179,0,0.0,0.0,0,0.0,,0.0
TLS-01180,0,0.0,0.0,0,0.0,,0.0
TLS-01181,0,0.0,0.0,0,0.0,,0.0
TLS-01182,0,0.0,0.0,0,0.0,,0.0
TLS-01183,0,0.0,0.0,0,0.0,,0.0
TLS-01184,0,0.0,0.0,0,0.0,,0.0
TLS-01185,0,0.0,0.0,0,0.0,,0.0
TLS-01186,0,0.0,0.0,0,0.0,,0.0
TLS-01187,0,0.0,0.0,0,0.0,,0.0
TLS-01188,0,0.0,0.0,0,0.0,,0.0
TLS-01189,0,0.0,0.0,0,0.0,,0.0
TLS-01190,0,0.0,0.0,0,0.0,,0.0
TLS-01191,0,0.0,0.0,0,0.0,,0.0
TLS-01192,0,0.0,0.0,0,0.0,,0.0
TLS-01193,0,0.0,0.0,0,0.0,,0.0
TLS-01194,0,0.0,0.0,0,0.0,,0.0
TLS-01195,0,0.0,0.0,0,0.0,,0.0
TLS-01196,0,0.0,0.0,0,0.0,,0.0
TLS-01197,0,0.0,0.0,0,0.0,,0.0
TLS-01198,0,0.0,0.0,0,0.0,,0.0
TLS-01199,0,0.0,0.0,0,0.0,,0.0
TLS-01200,0,0.0,0.0,0,0.0,,0.0
TLS-01201,0,0.0,0.0,0,0.0,,0.0
TLS-01202,0,0.0,0.0,0,0.0,,0.0
TLS-01203,0,0.0,0.0,0,0.0,,0.0
TLS-01204,0,0.0,0.0,0,0.0,,0.0
TLS-01205,0,0.0,0.0,0,0.0,,0.0
TLS-01206,0,0.0,0.0,0,0.0,,0.0
TLS-01207,0,0.0,0.0,0,0.0,,0.0
TLS-01208,0,0.0,0.0,0,0.0,,0.0
TLS-01209,0,0.0,0.0,0,0.0,,0.0
TLS-01210,0,0.0,0.0,0,0.0,,0.0
TLS-01211,0,0.0,0.0,0,0.0,,0.0
TLS-01212,0,0.0,0.0,0,0.0,,0.0
TLS-01213,0,0.0,0.0,0,0.0,,0.0
TLS-01214,0,0.0,0.0,0,0.0,,0.0
TLS-01215,0,0.0,0.0,0,0.0,,0.0
TLS-01216,0,0.0,0.0,0,0.0,,0.0
TLS-01217,0,0.0,0.0,0,0.0,,0.0
TLS-01218,0,0.0,0.0,0,0.0,,0.0
TLS-01219,0,0.0,0.0,0,0.0,,0.0
TLS-01220,0,0.0,0.0,0,0.0,,0.0
TLS-01221,0,0.0,0.0,0,0.0,,0.0
TLS-01222,0,0.0,0.0,0,0.0,,0.0
TLS-01223,0,0.0,0.0,0,0.0,,0.0
TLS-01224,0,0.0,0.0,0,0.0,,0.0
TLS-01225,0,0.0,0.0,0,0.0,,0.0
TLS-01226,0,0.0,0.0,0,0.0,,0.0
TLS-01227,0,0.0,0.0,0,0.0,,0.0
TLS-01228,0,0.0,0.0,0,0.0,,0.0
TLS-01229,0,0.0,0.0,0,0.0,,0.0
TLS-01230,0,0.0,0.0,0,0.0,,0.0
TLS-01231,0,0.0,0.0,0,0.0,,0.0
TLS-01232,0,0.0,0.0,0,0.0,,0.0
TLS-01233,0,0.0,0.0,0,0.0,,0.0
TLS-01234,0,0.0,0.0,0,0.0,,0.0
TLS-01235,0,0.0,0.0,0,0.0,,0.0
TLS-01236,0,0.0,0.0,0,0.0,,0.0
TLS-01237,0,0.0,0.0,0,0.0,,0.0
TLS-01238,0,0.0,0.0,0,0.0,,0.0
TLS-01239,0,0.0,0.0,0,0.0,,0.0
TLS-01240,0,0.0,0.0,0,0.0,,0.0
TLS-01241,0,0.0,0.0,0,0.0,,0.0
TLS-01242,0,0.0,0.0,0,0.0,,0.0
TLS-01243,0,0.0,0.0,0,0.0,,0.0
TLS-01244,0,0.0,0.0,0,0.0,,0.0
TLS-01245,0,0.0,0.0,0,0.0,,0.0
TLS-01246,0,0.0,0.0,0,0.0,,0.0
TLS-01247,0,0.0,0.0,0,0.0,,0.0
TLS-01248,0,0.0,0.0,0,0.0,,0.0
TLS-01249,0,0.0,0.0,0,0.0,,0.0
TLS-01250,0,0.0,0.0,0,0.0,,0.0
TLS-01251,0,0.0,0.0,0,0.0,,0.0
TLS-01252,0,0.0,0.0,0,0.0,,0.0
TLS-01253,0,0.0,0.0,0,0.0,,0.0
TLS-01254,0,0.0,0.0,0,0.0,,0.0
TLS-01255,0,0.0,0.0,0,0.0,,0.0
TLS-01256,0,0.0,0.0,0,0.0,,0.0
TLS-01257,0,0.0,0.0,0,0.0,,0.0
TLS-01258,0,0.0,0.0,0,0.0,,0.0
TLS-01259,0,0.0,0.0,0,0.0,,0.0
TLS-01260,0,0.0,0.0,0,0.0,,0.0
TLS-01261,0,0.0,0.0,0,0.0,,0.0
TLS-01262,0,0.0,0.0,0,0.0,,0.0
TLS-01263,0,0.0,0.0,0,0.0,,0.0
TLS-01264,0,0.0,0.0,0,0.0,,0.0
TLS-01265,0,0.0,0.0,0,0.0,,0.0
TLS-01266,0,0.0,0.0,0,0.0,,0.0
TLS-01267,0,0.0,0.0,0,0.0,,0.0
TLS-01268,0,0.0,0.0,0,0.0,,0.0
TLS-01269,0,0.0,0.0,0,0.0,,0.0
TLS-01270,0,0.0,0.0,0,0.0,,0.0
TLS-01271,0,0.0,0.0,0,0.0,,0.0
TLS-01272,0,0.0,0.0,0,0.0,,0.0
TLS-01273,0,0.0,0.0,0,0.0,,0.0
TLS-01274,0,0.0,0.0,0,0.0,,0.0
TLS-01275,0,0.0,0.0,0,0.0,,0.0
TLS-01276,0,0.0,0.0,0,0.0,,0.0
TLS-01277,0,0.0,0.0,0,0.0,,0.0
TLS-01278,0,0.0,0.0,0,0.0,,0.0
TLS-01279,0,0.0,0.0,0,0.0,,0.0
TLS-01280,0,0.0,0.0,0,0.0,,0.0
TLS-01281,0,0.0,0.0,0,0.0,,0.0
TLS-01282,0,0.0,0.0,0,0.0,,0.0
TLS-01283,0,0.0,0.0,0,0.0,,0.0
TLS-01284,0,0.0,0.0,0,0.0,,0.0
TLS-01285,0,0.0,0.0,0,0.0,,0.0
TLS-01286,0,0.0,0.0,0,0.0,,0.0
TLS-01287,0,0.0,0.0,0,0.0,,0.0
TLS-01288,0,0.0,0.0,0,0.0,,0.0
TLS-01289,0,0.0,0.0,0,0.0,,0.0
TLS-01290,0,0.0,0.0,0,0.0,,0.0
TLS-01291,0,0.0,0.0,0,0.0,,0.0
TLS-01292,0,0.0,0.0,0,0.0,,0.0
TLS-01293,0,0.0,0.0,0,0.0,,0.0
TLS-01294,0,0.0,0.0,0,0.0,,0.0
TLS-01295,0,0.0,0.0,0,0.0,,0.0
TLS-01296,0,0.0,0.0,0,0.0,,0.0
TLS-01297,0,0.0,0.0,0,0.0,,0.0
TLS-01298,0,0.0,0.0,0,0.0,,0.0
TLS-01299,0,0.0,0.0,0,0.0,,0.0
TLS-01300,0,0.0,0.0,0,0.0,,0.0
TLS-01301,0,0.0,0.0,0,0.0,,0.0
TLS-01302,0,0.0,0.0,0,0.0,,0.0
TLS-01303,0,0.0,0.0,0,0.0,,0.0
TLS-01304,0,0.0,0.0,0,0.0,,0.0
TLS-01305,0,0.0,0.0,0,0.0,,0.0
TLS-01306,0,0.0,0.0,0,0.0,,0.0
TLS-01307,0,0.0,0.0,0,0.0,,0.0
TLS-01308,0,0.0,0.0,0,0.0,,0.0
TLS-01309,0,0.0,0.0,0,0.0,,0.0
TLS-01310,0,0.0,0.0,0,0.0,,0.0
DFR-01311,0,3588.0,0.0,1,0.0,,9470.0
DFR-01312,0,11496.0,0.0,0,0.0,,28740.0
DFR-01313,1,1636.0,0.0,0,0.0,,4090.0
DFR-01314,0,4191.0,0.0,2,0.0,,11477.5
DFR-01315,0,2521.0,0.0,1,0.0,,6802.5
DFR-01316,0,4070.0,0.0,1,0.0,,10675.0
DFR-01317,0,1805.0,0.0,0,0.0,,4512.5
DFR-01318,0,10132.0,0.0,3,0.0,,26830.0
DFR-01319,0,4405.0,0.0,0,0.0,,11012.5
DFR-01320,0,3196.0,0.0,0,0.0,,7990.0
DFR-01321,0,4172.0,0.0,1,0.0,,10930.0
DFR-01322,1,6146.0,0.0,1,0.0,,15865.0
DFR-01323,1,2048.0,0.0,0,0.0,,5120.0
DFR-01324,0,1261.0,0.0,0,0.0,,3152.5
DFR-01325,0,4187.0,0.0,0,0.0,,10467.5
DFR-01326,0,4473.0,0.0,0,0.0,,11182.5
DFR-01327,1,1851.0,0.0,0,0.0,,4627.5
DFR-01328,1,8649.0,0.0,1,0.0,,22122.5
DFR-01329,0,3798.0,0.0,0,0.0,,9495.0
DFR-01330,0,2574.0,0.0,0,0.0,,6435.0
DFR-01331,0,14324.0,0.0,2,0.0,,36810.0
DFR-01332,0,8397.0,0.0,0,0.0,,20992.5
DFR-01333,0,4814.0,0.0,1,0.0,,12535.0
DFR-01334,0,693.0,0.0,0,0.0,,1732.5
DFR-01335,1,1543.0,0.0,1,0.0,,4357.5
DFR-01336,1,2105.0,0.0,1,0.0,,5762.5
DFR-01337,0,3927.0,0.0,0,0.0,,9817.5
DFR-01338,0,7465.0,0.0,0,0.0,,18662.5
DFR-01339,2,2733.0,0.0,0,0.0,,6832.5
DFR-01340,1,3235.0,0.0,2,0.0,,9087.5
DFR-01341,0,2330.0,0.0,0,0.0,,5825.0
DFR-01342,1,7942.0,0.0,0,0.0,,19855.0
DFR-01343,1,5595.0,0.0,0,0.0,,13987.5
DFR-01344,1,3732.0,0.0,1,0.0,,9830.0
DFR-01345,1,2771.0,0.0,0,0.0,,6927.5
DFR-01346,0,3776.0,0.0,0,0.0,,9440.0
DFR-01347,1,3945.0,0.0,1,0.0,,10362.5
DFR-01348,0,10496.0,0.0,0,0.0,,26240.0
DFR-01349,0,1632.0,0.0,0,0.0,,4080.0
DFR-01350,0,2568.0,0.0,0,0.0,,6420.0
DFR-01351,1,3915.0,0.0,2,0.0,,10787.5
DFR-01352,0,1198.0,0.0,0,0.0,,2995.0
DFR-01353,1,9762.0,0.0,1,0.0,,24905.0
DFR-01354,0,5401.0,0.0,0,0.0,,13502.5
DFR-01355,0,14766.0,0.0,0,0.0,,36915.0
DFR-01356,1,772.0,0.0,0,0.0,,1930.0
DFR-01357,1,4001.0,0.0,1,0.0,,10502.5
DFR-01358,2,6533.0,0.0,2,0.0,,17332.5
DFR-01359,1,5708.0,0.0,0,0.0,,14270.0
DFR-01360,1,2429.0,0.0,2,0.0,,7072.5
DFR-01361,0,2525.0,0.0,0,0.0,,6312.5
DFR-01362,0,4349.0,0.0,0,0.0,,10872.5
DFR-01363,0,6953.0,0.0,0,0.0,,17382.5
DFR-01364,0,11204.0,0.0,0,0.0,,28010.0
DFR-01365,0,1648.0,0.0,1,0.0,,4620.0
DFR-01366,0,1226.0,0.0,0,0.0,,3065.0
DFR-01367,0,5861.0,0.0,1,0.0,,15152.5
DFR-01368,0,822.0,0.0,0,0.0,,2055.0
DFR-01369,1,2755.0,0.0,0,0.0,,6887.5
DFR-01370,0,1552.0,0.0,0,0.0,,3880.0
DFR-01371,0,1769.0,0.0,1,0.0,,4922.5
DFR-01372,0,2044.0,0.0,1,0.0,,5610.0
DFR-01373,1,6411.0,0.0,1,0.0,,16527.5
DFR-01374,0,6271.0,0.0,0,0.0,,15677.5
DFR-01375,0,1343.0,0.0,0,0.0,,3357.5
DFR-01376,0,3193.0,0.0,1,0.0,,8482.5
DFR-01377,0,4608.0,0.0,1,0.0,,12020.0
DFR-01378,1,1814.0,0.0,0,0.0,,4535.0
DFR-01379,0,5258.0,0.0,0,0.0,,13145.0
DFR-01380,0,1906.0,0.0,1,0.0,,5265.0
DFR-01381,0,1671.0,0.0,0,0.0,,4177.5
DFR-01382,0,4565.0,0.0,0,0.0,,11412.5
DFR-01383,0,12301.0,0.0,1,0.0,,31252.5
DFR-01384,0,5395.0,0.0,0,0.0,,13487.5
DFR-01385,0,2895.0,0.0,1,0.0,,7737.5
DFR-01386,0,1126.0,0.0,0,0.0,,2815.0
DFR-01387,0,2780.0,0.0,0,0.0,,6950.0
DFR-01388,0,2977.0,0.0,0,0.0,,7442.5
DFR-01389,0,2093.0,0.0,0,0.0,,5232.5
DFR-01390,0,6668.0,0.0,0,0.0,,16670.0
DFR-01391,1,1275.0,0.0,0,0.0,,3187.5
DFR-01392,1,3635.0,0.0,0,0.0,,9087.5
DFR-01393,1,5340.0,0.0,1,0.0,,13850.0
DFR-01394,0,15798.0,0.0,1,0.0,,39995.0
DFR-01395,0,3146.0,0.0,0,0.0,,7865.0
DFR-01396,0,2919.0,0.0,0,0.0,,7297.5
DFR-01397,0,5492.0,0.0,0,0.0,,13730.0
DFR-01398,0,5793.0,0.0,1,0.0,,14982.5
DFR-01399,0,677.0,0.0,0,0.0,,1692.5
DFR-01400,0,1608.0,0.0,0,0.0,,4020.0
DFR-01401,0,1141.0,0.0,0,0.0,,2852.5
DFR-01402,0,6317.0,0.0,1,0.0,,16292.5
DFR-01403,0,1470.0,0.0,1,0.0,,4175.0
DFR-01404,0,7771.0,0.0,1,0.0,,19927.5
DFR-01405,0,7958.0,0.0,0,0.0,,19895.0
DFR-01406,0,5462.0,0.0,0,0.0,,13655.0
DFR-01407,0,9581.0,0.0,0,0.0,,23952.5
DFR-01408,0,2377.0,0.0,0,0.0,,5942.5
DFR-01409,0,3525.0,0.0,0,0.0,,8812.5
DFR-01410,0,12060.0,0.0,2,0.0,,31150.0
DFR-01411,0,4513.0,0.0,0,0.0,,11282.5
DFR-01412,0,4210.0,0.0,0,0.0,,10525.0
DFR-01413,0,7308.0,0.0,0,0.0,,18270.0
DFR-01414,0,2509.0,0.0,0,0.0,,6272.5
DFR-01415,1,2136.0,0.0,0,0.0,,5340.0
DFR-01416,0,2200.0,0.0,0,0.0,,5500.0
DFR-01417,1,6438.0,0.0,0,0.0,,16095.0
DFR-01418,0,5431.0,0.0,0,0.0,,13577.5
DFR-01419,0,5766.0,0.0,1,0.0,,14915.0
DFR-01420,3,8085.0,0.0,1,0.0,,20712.5
DFR-01421,1,2145.0,0.0,0,0.0,,5362.5
