asset_id,timestamp,scenario_id,failure_type,work_order_type,raised_at,cost_usd,work_order_id,material_as_recorded,timestamp_quality
TLS-00467,2025-05-06 00:00:00,,,routine,2025-05-06 00:00:00,599.46,WO-0005000,steel_lattice,as_occurred
TLS-00717,2025-05-06 00:00:00,,,routine,2025-05-06 00:00:00,997.16,WO-0005001,concrete,as_occurred
DSS-00265,2025-05-07 00:00:00,,,inspection,2025-05-07 00:00:00,1996.56,WO-0005002,standard,as_occurred
RCL-02206,2025-05-07 00:00:00,,,vegetation,2025-05-07 00:00:00,987.4,WO-0005003,standard,as_occurred
TLS-01025,2025-05-07 00:00:00,,,inspection,2025-05-07 00:00:00,1654.5,WO-0005004,steel_lattice,as_occurred
TLS-01199,2025-05-07 00:00:00,,,inspection,2025-05-07 00:00:00,164.75,WO-0005005,steel_lattice,as_occurred
DSS-00157,2025-05-07 00:00:00,,,routine,2025-05-07 00:00:00,613.88,WO-0005006,standard,as_occurred
TLS-00423,2025-05-08 00:00:00,,,inspection,2025-05-08 00:00:00,684.49,WO-0005007,steel_lattice,as_occurred
DFR-01400,2025-05-08 00:00:00,,,vegetation,2025-05-08 00:00:00,771.57,WO-0005008,underground,as_occurred
TLS-00899,2025-05-08 00:00:00,,,inspection,2025-05-08 00:00:00,398.6,WO-0005009,concrete,as_occurred
RCL-02193,2025-05-08 00:00:00,,,routine,2025-05-08 00:00:00,1394.63,WO-0005010,standard,as_occurred
WMN-03165,2025-05-08 00:00:00,,,routine,2025-05-08 00:00:00,1409.41,WO-0005011,cast_iron,as_occurred
LEGACY-082807,2025-05-09 00:00:00,,,routine,2025-05-09 00:00:00,703.25,WO-0005012,,as_occurred
DSS-00403,2025-05-09 00:00:00,,,inspection,2025-05-09 00:00:00,410.5,WO-0005013,standard,as_occurred
TNK-02556,2025-05-09 00:00:00,,,inspection,2025-05-09 00:00:00,767.1,WO-0005014,standard,as_occurred
WMN-02929,2025-05-09 00:00:00,,,inspection,2025-05-09 00:00:00,753.3,WO-0005015,pvc,as_occurred
WMN-03268,2025-05-09 00:00:00,,,routine,2025-05-09 00:00:00,1580.71,WO-0005016,CAST IRON,as_occurred
TLS-00883,2025-05-09 00:00:00,,,inspection,2025-05-09 00:00:00,571.66,WO-0005017,steel_monopole,as_occurred
TLS-00706,2025-05-10 00:00:00,,,inspection,2025-05-10 00:00:00,1522.4,WO-0005018,steel_lattice,as_occurred
TNK-02660,2025-05-10 00:00:00,,,vegetation,2025-05-10 00:00:00,1079.91,WO-0005019,standard,as_occurred
TLS-00556,2025-05-10 00:00:00,,,routine,2025-05-10 00:00:00,1083.15,WO-0005020,steel_lattice,as_occurred
DFR-01910,2025-05-10 00:00:00,,,inspection,2025-05-10 00:00:00,2851.65,WO-0005021,wood_pole,as_occurred
WMN-02812,2025-05-10 00:00:00,,,routine,2025-05-10 00:00:00,1059.48,WO-0005022,cast_iron,as_occurred
DSS-00327,2025-05-10 00:00:00,,,inspection,2025-05-10 00:00:00,479.77,WO-0005023,standard,as_occurred
DFR-01702,2025-05-11 00:00:00,,,routine,2025-05-11 00:00:00,3677.71,WO-0005024,wood_pole,as_occurred
WMN-03371,2025-05-11 00:00:00,,,inspection,2025-05-11 00:00:00,500.07,WO-0005025,ductile_iron,as_occurred
WMN-02895,2025-05-11 00:00:00,,,routine,2025-05-11 00:00:00,859.79,WO-0005026,C.I.,as_occurred
DSS-00143,2025-05-11 00:00:00,,,inspection,2025-05-11 00:00:00,1485.58,WO-0005027,standard,as_occurred
PMP-02452,2025-05-11 00:00:00,,,routine,2025-05-11 00:00:00,1092.01,WO-0005028,standard,as_occurred
DFR-01605,2025-05-11 00:00:00,,,inspection,2025-05-11 00:00:00,2212.18,WO-0005029,Wood Pole,as_occurred
PMP-02258,2025-05-11 00:00:00,,,vegetation,2025-05-11 00:00:00,2047.98,WO-0005030,standard,as_occurred
TLS-01240,2025-05-12 00:00:00,,,inspection,2025-05-15 00:00:00,269.92,WO-0005031,steel_monopole,reported_late
WMN-03464,2025-05-12 00:00:00,,,routine,2025-05-12 00:00:00,460.88,WO-0005032,cast_iron,as_occurred
DFR-01673,2025-05-12 00:00:00,,,routine,2025-05-12 00:00:00,1662.29,WO-0005033,underground,as_occurred
TNK-02636,2025-05-13 00:00:00,,,vegetation,2025-05-13 00:00:00,66.93,WO-0005034,standard,as_occurred
LEGACY-013538,2025-05-13 00:00:00,,,inspection,2025-05-13 00:00:00,297.92,WO-0005035,,as_occurred
TLS-00723,2025-05-13 00:00:00,,,routine,2025-05-13 00:00:00,807.39,WO-0005036,steel_lattice,as_occurred
TLS-00496,2025-05-13 06:00:00,BASE-20250513-082,physical,corrective,2025-05-13 06:00:00,6507.27,WO-0005037,steel_monopole,as_occurred
WMN-02840,2025-05-13 06:00:00,BASE-20250513-082,physical,corrective,2025-05-13 06:00:00,1828.61,WO-0005038,cast_iron,as_occurred
TNK-02535,2025-05-13 12:00:00,BASE-20250513-082,physical,corrective,2025-05-13 12:00:00,3486.65,WO-0005039,standard,as_occurred
DFR-01661,2025-05-13 18:00:00,BASE-20250513-082,physical,corrective,2025-05-13 18:00:00,2255.06,WO-0005040,wood_pole,as_occurred
WMN-02815,2025-05-13 18:00:00,BASE-20250513-082,physical,corrective,2025-05-13 18:00:00,6988.12,WO-0005041,cast_iron,as_occurred
TLS-00909,2025-05-14 00:00:00,,,routine,2025-05-14 00:00:00,381.93,WO-0005042,steel_lattice,as_occurred
RCL-02048,2025-05-14 00:00:00,,,routine,2025-05-14 00:00:00,392.05,WO-0005043,standard,as_occurred
PMP-02301,2025-05-14 00:00:00,,,vegetation,2025-05-14 00:00:00,600.49,WO-0005044,standard,as_occurred
DFR-01479,2025-05-14 00:00:00,,,routine,2025-05-14 00:00:00,783.87,WO-0005045,underground,as_occurred
RCL-02037,2025-05-14 00:00:00,,,vegetation,2025-05-14 00:00:00,972.55,WO-0005046,standard,as_occurred
TLS-00756,2025-05-15 00:00:00,,,inspection,2025-05-15 00:00:00,375.6,WO-0005047,steel_monopole,as_occurred
TLS-01023,2025-05-15 00:00:00,,,vegetation,2025-05-15 00:00:00,468.67,WO-0005048,steel_lattice,as_occurred
TNK-02537,2025-05-15 00:00:00,,,routine,2025-05-15 00:00:00,690.38,WO-0005049,standard,as_occurred
WMN-02842,2025-05-15 00:00:00,,,routine,2025-05-15 00:00:00,1045.48,WO-0005050,pvc,as_occurred
DSS-00254,2025-05-16 00:00:00,,,routine,2025-05-16 00:00:00,514.9,WO-0005051,standard,as_occurred
TLS-00548,2025-05-16 00:00:00,,,inspection,2025-05-19 00:00:00,1263.85,WO-0005052,steel_lattice,reported_late
DSS-00086,2025-05-16 00:00:00,,,routine,2025-05-16 00:00:00,227.64,WO-0005053,standard,as_occurred
DSS-00180,2025-05-16 00:00:00,,,routine,2025-05-16 00:00:00,871.13,WO-0005054,standard,as_occurred
WMN-02743,2025-05-16 00:00:00,,,routine,2025-05-16 00:00:00,258.25,WO-0005055,pvc,as_occurred
PMP-02294,2025-05-16 00:00:00,,,routine,2025-05-16 00:00:00,735.09,WO-0005056,standard,as_occurred
PMP-02294,2025-05-17 00:00:00,,,routine,2025-05-17 00:00:00,576.99,WO-0005057,standard,as_occurred
TLS-00430,2025-05-17 00:00:00,,,inspection,2025-05-20 00:00:00,409.07,WO-0005058,steel_lattice,reported_late
TLS-01091,2025-05-17 00:00:00,,,routine,2025-05-17 00:00:00,390.74,WO-0005059,concrete,as_occurred
DFR-01467,2025-05-17 00:00:00,BASE-20250517-063,physical,corrective,2025-05-17 00:00:00,1605.26,WO-0005060,wood_pole,as_occurred
WMN-03414,2025-05-17 18:00:00,BASE-20250517-063,physical,corrective,2025-05-17 18:00:00,6371.01,WO-0005061,cast_iron,as_occurred
WMN-03214,2025-05-17 18:00:00,BASE-20250517-063,physical,corrective,2025-05-17 18:00:00,3100.57,WO-0005062,asbestos_cement,as_occurred
PMP-02419,2025-05-18 00:00:00,,,routine,2025-05-18 00:00:00,249.34,WO-0005063,standard,as_occurred
DFR-01321,2025-05-18 00:00:00,,,routine,2025-05-18 00:00:00,3792.49,WO-0005064,wood_pole,as_occurred
WMN-03393,2025-05-18 00:00:00,,,routine,2025-05-18 00:00:00,2266.96,WO-0005065,cast_iron,as_occurred
DSS-00220,2025-05-18 00:00:00,,,inspection,2025-05-18 00:00:00,590.18,WO-0005066,standard,as_occurred
TNK-02638,2025-05-18 00:00:00,,,vegetation,2025-05-18 00:00:00,279.96,WO-0005067,standard,as_occurred
PMP-02241,2025-05-18 00:00:00,,,routine,2025-05-18 00:00:00,801.4,WO-0005068,standard,as_occurred
TSS-00015,2025-05-18 00:00:00,,,inspection,2025-05-18 00:00:00,1130.29,WO-0005069,standard,as_occurred
TNK-02552,2025-05-18 00:00:00,,,routine,2025-05-18 00:00:00,435.78,WO-0005070,standard,as_occurred
RCL-02103,2025-05-18 00:00:00,,,inspection,2025-05-18 00:00:00,521.53,WO-0005071,standard,as_occurred
DSS-00259,2025-05-18 00:00:00,,,routine,2025-05-18 00:00:00,948.59,WO-0005072,standard,as_occurred
TLS-00815,2025-05-18 00:00:00,,,inspection,2025-05-18 00:00:00,872.67,WO-0005073,concrete,as_occurred
TLS-01242,2025-05-19 00:00:00,,,inspection,2025-05-19 00:00:00,576.53,WO-0005074,steel_lattice,as_occurred
WMN-03350,2025-05-19 00:00:00,,,inspection,2025-05-19 00:00:00,1126.35,WO-0005075,CI,as_occurred
TLS-00873,2025-05-19 00:00:00,,,inspection,2025-05-22 00:00:00,4067.71,WO-0005076,steel_lattice,reported_late
DFR-01421,2025-05-19 00:00:00,,,routine,2025-05-19 00:00:00,779.63,WO-0005077,wood_pole,as_occurred
DFR-01351,2025-05-19 00:00:00,,,inspection,2025-05-19 00:00:00,976.57,WO-0005078,wood_pole,as_occurred
RCL-02102,2025-05-19 00:00:00,,,inspection,2025-05-19 00:00:00,1855.19,WO-0005079,standard,as_occurred
DFR-01911,2025-05-19 00:00:00,,,routine,2025-05-19 00:00:00,788.89,WO-0005080,WOOD POLE,as_occurred
DSS-00234,2025-05-19 00:00:00,,,vegetation,2025-05-19 00:00:00,1621.15,WO-0005081,standard,as_occurred
DFR-01592,2025-05-19 00:00:00,,,inspection,2025-05-19 00:00:00,3467.44,WO-0005082,wood_pole,as_occurred
LEGACY-037055,2025-05-19 00:00:00,,,routine,2025-05-19 00:00:00,1431.68,WO-0005083,,as_occurred
PMP-02336,2025-05-19 00:00:00,,,routine,2025-05-19 00:00:00,970.27,WO-0005084,standard,as_occurred
PMP-02432,2025-05-19 00:00:00,,,inspection,2025-05-22 00:00:00,1378.39,WO-0005085,standard,reported_late
WMN-03265,2025-05-19 00:00:00,,,routine,2025-05-19 00:00:00,503.0,WO-0005086,PVC,as_occurred
WMN-03284,2025-05-20 00:00:00,,,inspection,2025-05-20 00:00:00,2072.34,WO-0005087,ductile_iron,as_occurred
DSS-00183,2025-05-20 00:00:00,,,routine,2025-05-20 00:00:00,1615.4,WO-0005088,standard,as_occurred
RCL-02175,2025-05-20 00:00:00,,,routine,2025-05-20 00:00:00,254.35,WO-0005089,standard,as_occurred
TLS-01205,2025-05-21 00:00:00,,,inspection,2025-05-21 00:00:00,511.4,WO-0005090,steel_monopole,as_occurred
TSS-00041,2025-05-21 00:00:00,,,routine,2025-05-21 00:00:00,517.71,WO-0005091,standard,as_occurred
TLS-01247,2025-05-21 00:00:00,,,routine,2025-05-21 00:00:00,412.81,WO-0005092,steel_lattice,as_occurred
DSS-00197,2025-05-21 00:00:00,,,inspection,2025-05-21 00:00:00,490.15,WO-0005093,standard,as_occurred
TLS-00943,2025-05-21 00:00:00,,,inspection,2025-05-21 00:00:00,1253.56,WO-0005094,concrete,as_occurred
TLS-00855,2025-05-21 00:00:00,,,inspection,2025-05-21 00:00:00,991.99,WO-0005095,concrete,as_occurred
DSS-00094,2025-05-21 00:00:00,,,inspection,2025-05-21 00:00:00,614.93,WO-0005096,standard,as_occurred
TLS-00919,2025-05-21 00:00:00,,,routine,2025-05-21 00:00:00,646.64,WO-0005097,steel_lattice,as_occurred
DFR-01629,2025-05-22 00:00:00,,,inspection,2025-05-22 00:00:00,763.53,WO-0005098,wood_pole,as_occurred
WMN-03100,2025-05-22 00:00:00,,,vegetation,2025-05-22 00:00:00,818.02,WO-0005099,pvc,as_occurred
DSS-00271,2025-05-23 00:00:00,,,vegetation,2025-05-23 00:00:00,286.0,WO-0005100,standard,as_occurred
WMN-03268,2025-05-23 00:00:00,,,inspection,2025-05-23 00:00:00,838.52,WO-0005101,cast-iron,as_occurred
WMN-03365,2025-05-23 00:00:00,,,inspection,2025-05-23 00:00:00,1262.89,WO-0005102,Cast Iron,as_occurred
DFR-01872,2025-05-23 00:00:00,,,inspection,2025-05-23 00:00:00,726.77,WO-0005103,underground,as_occurred
WMN-02982,2025-05-23 00:00:00,,,routine,2025-05-23 00:00:00,1892.38,WO-0005104,cast_iron,as_occurred
DSS-00388,2025-05-23 06:00:00,BASE-20250523-076,physical,corrective,2025-05-23 06:00:00,9397.98,WO-0005105,standard,as_occurred
WMN-03411,2025-05-23 06:00:00,BASE-20250523-076,physical,corrective,2025-05-23 06:00:00,2390.48,WO-0005106,pvc,as_occurred
PMP-02407,2025-05-23 12:00:00,BASE-20250523-076,functional_power_loss,corrective,2025-05-23 12:00:00,9783.61,WO-0005107,standard,as_occurred
DFR-01440,2025-05-23 18:00:00,BASE-20250523-076,physical,corrective,2025-05-23 18:00:00,4705.87,WO-0005108,wood_pole,as_occurred
DFR-01971,2025-05-23 18:00:00,BASE-20250523-076,physical,corrective,2025-05-23 18:00:00,1594.47,WO-0005109,Wood Pole,as_occurred
WMN-03075,2025-05-23 18:00:00,BASE-20250523-076,physical,corrective,2025-05-23 18:00:00,10695.68,WO-0005110,cast_iron,as_occurred
WMN-03125,2025-05-24 00:00:00,,,routine,2025-05-24 00:00:00,400.37,WO-0005111,cast_iron,as_occurred
WMN-03259,2025-05-25 00:00:00,,,vegetation,2025-05-25 00:00:00,2336.91,WO-0005112,ductile_iron,as_occurred
DFR-01316,2025-05-25 00:00:00,,,inspection,2025-05-25 00:00:00,746.98,WO-0005113,concrete_pole,as_occurred
WMN-03007,2025-05-25 00:00:00,,,routine,2025-05-25 00:00:00,665.2,WO-0005114,ductile_iron,as_occurred
WMN-03248,2025-05-25 00:00:00,,,routine,2025-05-25 00:00:00,624.13,WO-0005115,cast_iron,as_occurred
TNK-02638,2025-05-25 00:00:00,,,routine,2025-05-25 00:00:00,474.1,WO-0005116,standard,as_occurred
WMN-03130,2025-05-25 00:00:00,,,vegetation,2025-05-25 00:00:00,1143.53,WO-0005117,pvc,as_occurred
TLS-00955,2025-05-25 00:00:00,,,vegetation,2025-05-25 00:00:00,1314.21,WO-0005118,steel_monopole,as_occurred
TSS-00040,2025-05-26 00:00:00,,,vegetation,2025-05-29 00:00:00,371.6,WO-0005119,standard,reported_late
DFR-01757,2025-05-26 00:00:00,,,inspection,2025-05-26 00:00:00,512.86,WO-0005120,composite_pole,as_occurred
WMN-03395,2025-05-26 00:00:00,,,routine,2025-05-26 00:00:00,466.88,WO-0005121,pvc,as_occurred
WMN-03154,2025-05-26 00:00:00,BASE-20250526-071,physical,corrective,2025-05-26 00:00:00,3941.42,WO-0005122,cast-iron,as_occurred
WMN-03303,2025-05-26 12:00:00,BASE-20250526-071,physical,corrective,2025-05-26 12:00:00,5614.62,WO-0005123,Cast Iron,as_occurred
WMN-03290,2025-05-26 18:00:00,BASE-20250526-071,physical,corrective,2025-05-26 18:00:00,1447.33,WO-0005124,cast_iron,as_occurred
DFR-01875,2025-05-26 18:00:00,BASE-20250526-071,physical,corrective,2025-05-26 18:00:00,5583.14,WO-0005125,wood_pole,as_occurred
DFR-01731,2025-05-26 18:00:00,BASE-20250526-071,physical,corrective,2025-05-26 18:00:00,13012.59,WO-0005126,wood_pole,as_occurred
DFR-01471,2025-05-27 00:00:00,,,routine,2025-05-27 00:00:00,792.98,WO-0005127,timber,as_occurred
DFR-01599,2025-05-27 00:00:00,,,routine,2025-05-27 00:00:00,356.6,WO-0005128,underground,as_occurred
TLS-00608,2025-05-27 00:00:00,,,routine,2025-05-27 00:00:00,461.24,WO-0005129,steel_lattice,as_occurred
DFR-01455,2025-05-27 00:00:00,,,vegetation,2025-05-27 00:00:00,660.73,WO-0005130,timber,as_occurred
DSS-00098,2025-05-27 00:00:00,,,inspection,2025-05-27 00:00:00,549.88,WO-0005131,standard,as_occurred
LEGACY-008519,2025-05-28 00:00:00,,,vegetation,2025-05-28 00:00:00,735.24,WO-0005132,,as_occurred
DFR-01598,2025-05-28 00:00:00,,,vegetation,2025-05-28 00:00:00,1007.72,WO-0005133,wood_pole,as_occurred
TLS-00680,2025-05-29 00:00:00,,,inspection,2025-05-29 00:00:00,495.52,WO-0005134,steel_lattice,as_occurred
TLS-01042,2025-05-29 00:00:00,,,vegetation,2025-05-29 00:00:00,647.82,WO-0005135,steel_lattice,as_occurred
DFR-02010,2025-05-29 00:00:00,,,routine,2025-05-29 00:00:00,601.4,WO-0005136,wood_pole,as_occurred
TLS-01077,2025-05-30 00:00:00,,,routine,2025-05-30 00:00:00,306.86,WO-0005137,steel_lattice,as_occurred
WMN-03040,2025-05-30 00:00:00,,,inspection,2025-05-30 00:00:00,631.8,WO-0005138,asbestos-cement,as_occurred
PMP-02433,2025-05-30 00:00:00,,,inspection,2025-05-30 00:00:00,938.41,WO-0005139,standard,as_occurred
TLS-00503,2025-05-30 00:00:00,,,inspection,2025-05-30 00:00:00,1625.35,WO-0005140,steel_lattice,as_occurred
DFR-01846,2025-05-30 00:00:00,,,routine,2025-05-30 00:00:00,687.55,WO-0005141,concrete_pole,as_occurred
PMP-02476,2025-05-30 00:00:00,,,routine,2025-05-30 00:00:00,1148.53,WO-0005142,standard,as_occurred
WMN-03283,2025-05-31 00:00:00,,,routine,2025-05-31 00:00:00,178.05,WO-0005143,asbestos_cement,as_occurred
WMN-03141,2025-06-01 00:00:00,,,routine,2025-06-01 00:00:00,490.35,WO-0005144,pvc,as_occurred
PMP-02425,2025-06-01 00:00:00,,,routine,2025-06-01 00:00:00,1608.94,WO-0005145,standard,as_occurred
DSS-00391,2025-06-01 00:00:00,,,vegetation,2025-06-01 00:00:00,1163.88,WO-0005146,standard,as_occurred
DFR-01382,2025-06-01 00:00:00,,,vegetation,2025-06-01 00:00:00,352.66,WO-0005147,underground,as_occurred
DSS-00257,2025-06-01 00:00:00,,,routine,2025-06-01 00:00:00,1305.35,WO-0005148,standard,as_occurred
RCL-02111,2025-06-01 00:00:00,,,inspection,2025-06-01 00:00:00,5438.97,WO-0005149,standard,as_occurred
TLS-00484,2025-06-02 00:00:00,,,routine,2025-06-02 00:00:00,455.25,WO-0005150,steel_lattice,as_occurred
TLS-00686,2025-06-02 00:00:00,,,inspection,2025-06-02 00:00:00,508.32,WO-0005151,concrete,as_occurred
PMP-02252,2025-06-02 00:00:00,,,inspection,2025-06-02 00:00:00,249.43,WO-0005152,standard,as_occurred
DFR-01744,2025-06-02 00:00:00,,,inspection,2025-06-02 00:00:00,304.58,WO-0005153,composite_pole,as_occurred
DSS-00244,2025-06-02 00:00:00,,,inspection,2025-06-02 00:00:00,232.53,WO-0005154,standard,as_occurred
DFR-01574,2025-06-02 00:00:00,,,inspection,2025-06-05 00:00:00,525.26,WO-0005155,wood_pole,reported_late
RCL-02138,2025-06-03 00:00:00,,,routine,2025-06-03 00:00:00,1323.78,WO-0005156,standard,as_occurred
LEGACY-067734,2025-06-03 00:00:00,,,inspection,2025-06-03 00:00:00,976.65,WO-0005157,,as_occurred
DSS-00269,2025-06-03 00:00:00,,,vegetation,2025-06-03 00:00:00,3030.53,WO-0005158,standard,as_occurred
DSS-00266,2025-06-03 00:00:00,,,routine,2025-06-03 00:00:00,437.37,WO-0005159,standard,as_occurred
DSS-00109,2025-06-03 00:00:00,,,routine,2025-06-06 00:00:00,1067.96,WO-0005160,standard,reported_late
WMN-02943,2025-06-03 00:00:00,,,vegetation,2025-06-03 00:00:00,2044.9,WO-0005161,pvc,as_occurred
WMN-03088,2025-06-03 00:00:00,,,vegetation,2025-06-03 00:00:00,276.66,WO-0005162,pvc,as_occurred
WMN-02717,2025-06-04 00:00:00,,,inspection,2025-06-04 00:00:00,1487.98,WO-0005163,pvc,as_occurred
TLS-00502,2025-06-04 00:00:00,,,vegetation,2025-06-04 00:00:00,445.03,WO-0005164,steel_lattice,as_occurred
DSS-00115,2025-06-04 00:00:00,,,routine,2025-06-07 00:00:00,710.01,WO-0005165,standard,reported_late
PMP-02278,2025-06-04 00:00:00,,,inspection,2025-06-04 00:00:00,1970.57,WO-0005166,standard,as_occurred
PMP-02399,2025-06-05 00:00:00,,,inspection,2025-06-05 00:00:00,1306.47,WO-0005167,standard,as_occurred
TLS-01248,2025-06-06 00:00:00,,,inspection,2025-06-06 00:00:00,513.67,WO-0005168,steel_monopole,as_occurred
TLS-00825,2025-06-06 00:00:00,,,inspection,2025-06-06 00:00:00,588.25,WO-0005169,steel_lattice,as_occurred
RCL-02066,2025-06-06 00:00:00,,,vegetation,2025-06-06 00:00:00,598.79,WO-0005170,standard,as_occurred
RCL-02201,2025-06-06 00:00:00,,,routine,2025-06-06 00:00:00,431.6,WO-0005171,standard,as_occurred
WMN-02963,2025-06-06 00:00:00,,,routine,2025-06-06 00:00:00,3262.99,WO-0005172,Poly Vinyl Chloride,as_occurred
TNK-02602,2025-06-06 00:00:00,,,inspection,2025-06-06 00:00:00,473.44,WO-0005173,standard,as_occurred
WMN-03007,2025-06-07 00:00:00,,,inspection,2025-06-07 00:00:00,315.48,WO-0005174,ductile_iron,as_occurred
TLS-00680,2025-06-07 00:00:00,,,routine,2025-06-07 00:00:00,2336.19,WO-0005175,steel_lattice,as_occurred
DFR-01527,2025-06-07 00:00:00,,,inspection,2025-06-07 00:00:00,1199.24,WO-0005176,composite_pole,as_occurred
DFR-01647,2025-06-07 00:00:00,,,inspection,2025-06-07 00:00:00,914.02,WO-0005177,composite_pole,as_occurred
TLS-00961,2025-06-07 00:00:00,,,routine,2025-06-07 00:00:00,291.47,WO-0005178,steel_lattice,as_occurred
PMP-02306,2025-06-07 00:00:00,,,vegetation,2025-06-07 00:00:00,1533.59,WO-0005179,standard,as_occurred
TLS-00996,2025-06-07 00:00:00,,,routine,2025-06-07 00:00:00,569.91,WO-0005180,steel_lattice,as_occurred
DFR-01848,2025-06-08 00:00:00,,,inspection,2025-06-08 00:00:00,1011.01,WO-0005181,wood_pole,as_occurred
DSS-00401,2025-06-08 00:00:00,,,routine,2025-06-08 00:00:00,507.87,WO-0005182,standard,as_occurred
TLS-00512,2025-06-08 00:00:00,,,vegetation,2025-06-08 00:00:00,593.1,WO-0005183,concrete,as_occurred
WMN-03142,2025-06-08 00:00:00,,,inspection,2025-06-11 00:00:00,1766.74,WO-0005184,pvc,reported_late
TNK-02546,2025-06-08 00:00:00,,,routine,2025-06-11 00:00:00,1329.68,WO-0005185,standard,reported_late
TLS-00721,2025-06-08 00:00:00,,,vegetation,2025-06-08 00:00:00,2908.09,WO-0005186,steel_lattice,as_occurred
TLS-00730,2025-06-08 00:00:00,,,routine,2025-06-08 00:00:00,1071.84,WO-0005187,steel_monopole,as_occurred
TLS-00605,2025-06-08 00:00:00,,,vegetation,2025-06-08 00:00:00,1664.04,WO-0005188,steel_lattice,as_occurred
WMN-02875,2025-06-09 00:00:00,,,vegetation,2025-06-09 00:00:00,629.6,WO-0005189,cast_iron,as_occurred
WMN-03176,2025-06-09 00:00:00,,,routine,2025-06-09 00:00:00,332.2,WO-0005190,cast-iron,as_occurred
WMN-02926,2025-06-09 00:00:00,,,routine,2025-06-09 00:00:00,298.99,WO-0005191,cast_iron,as_occurred
TLS-01152,2025-06-09 00:00:00,,,routine,2025-06-09 00:00:00,561.46,WO-0005192,steel_lattice,as_occurred
DFR-01690,2025-06-09 00:00:00,,,inspection,2025-06-09 00:00:00,759.0,WO-0005193,wood_pole,as_occurred
PMP-02498,2025-06-09 00:00:00,,,inspection,2025-06-09 00:00:00,594.83,WO-0005194,standard,as_occurred
DSS-00173,2025-06-09 00:00:00,,,vegetation,2025-06-12 00:00:00,740.91,WO-0005195,standard,reported_late
TLS-01237,2025-06-09 00:00:00,,,routine,2025-06-09 00:00:00,506.67,WO-0005196,steel_lattice,as_occurred
TNK-02646,2025-06-10 00:00:00,,,routine,2025-06-10 00:00:00,1443.88,WO-0005197,standard,as_occurred
TLS-00671,2025-06-11 00:00:00,,,inspection,2025-06-11 00:00:00,1051.39,WO-0005198,steel_monopole,as_occurred
DSS-00337,2025-06-11 00:00:00,,,routine,2025-06-11 00:00:00,751.79,WO-0005199,standard,as_occurred
RCL-02189,2025-06-11 00:00:00,,,routine,2025-06-11 00:00:00,3102.98,WO-0005200,standard,as_occurred
TLS-00469,2025-06-11 00:00:00,,,routine,2025-06-11 00:00:00,2362.73,WO-0005201,concrete,as_occurred
DFR-01873,2025-06-11 00:00:00,,,inspection,2025-06-11 00:00:00,587.77,WO-0005202,timber,as_occurred
DFR-01597,2025-06-12 00:00:00,,,routine,2025-06-12 00:00:00,506.49,WO-0005203,wood_pole,as_occurred
DFR-01626,2025-06-12 00:00:00,,,inspection,2025-06-12 00:00:00,1059.77,WO-0005204,wood_pole,as_occurred
DFR-01901,2025-06-12 00:00:00,,,inspection,2025-06-12 00:00:00,1503.42,WO-0005205,Wood,as_occurred
RCL-02121,2025-06-12 00:00:00,,,routine,2025-06-12 00:00:00,1032.41,WO-0005206,standard,as_occurred
WMN-03076,2025-06-12 00:00:00,,,routine,2025-06-12 00:00:00,313.72,WO-0005207,ductile_iron,as_occurred
TNK-02536,2025-06-13 00:00:00,,,routine,2025-06-13 00:00:00,863.16,WO-0005208,standard,as_occurred
WMN-03260,2025-06-13 00:00:00,,,inspection,2025-06-13 00:00:00,378.54,WO-0005209,asbestos_cement,as_occurred
DFR-01377,2025-06-13 00:00:00,,,routine,2025-06-13 00:00:00,1675.55,WO-0005210,timber,as_occurred
RCL-02138,2025-06-13 00:00:00,,,inspection,2025-06-13 00:00:00,576.09,WO-0005211,standard,as_occurred
DSS-00197,2025-06-13 00:00:00,,,inspection,2025-06-13 00:00:00,1618.16,WO-0005212,standard,as_occurred
WMN-02978,2025-06-13 00:00:00,,,routine,2025-06-13 00:00:00,496.83,WO-0005213,steel,as_occurred
DFR-01826,2025-06-13 00:00:00,,,inspection,2025-06-13 00:00:00,756.63,WO-0005214,composite_pole,as_occurred
PMP-02478,2025-06-13 00:00:00,,,routine,2025-06-13 00:00:00,1264.92,WO-0005215,standard,as_occurred
DSS-00227,2025-06-14 00:00:00,,,vegetation,2025-06-14 00:00:00,533.21,WO-0005216,standard,as_occurred
DFR-01889,2025-06-14 00:00:00,,,routine,2025-06-17 00:00:00,919.71,WO-0005217,Wood Pole,reported_late
TLS-00481,2025-06-14 00:00:00,,,inspection,2025-06-14 00:00:00,324.09,WO-0005218,steel_lattice,as_occurred
TLS-00999,2025-06-14 00:00:00,,,routine,2025-06-14 00:00:00,529.36,WO-0005219,steel_lattice,as_occurred
DFR-01317,2025-06-14 00:00:00,,,vegetation,2025-06-14 00:00:00,1416.92,WO-0005220,wood_pole,as_occurred
DFR-01704,2025-06-15 00:00:00,,,vegetation,2025-06-15 00:00:00,984.49,WO-0005221,timber,as_occurred
TLS-00841,2025-06-15 00:00:00,,,inspection,2025-06-15 00:00:00,1302.42,WO-0005222,steel_lattice,as_occurred
WMN-03424,2025-06-15 00:00:00,,,routine,2025-06-15 00:00:00,326.93,WO-0005223,pvc,as_occurred
DSS-00343,2025-06-15 00:00:00,,,routine,2025-06-15 00:00:00,506.2,WO-0005224,standard,as_occurred
