source,target,edge_type
DSS-00390,DFR-01652,supply
DSS-00315,DFR-01653,supply
DSS-00108,DFR-01654,supply
DSS-00349,DFR-01655,supply
DSS-00325,DFR-01656,supply
DSS-00260,DFR-01657,supply
DSS-00107,DFR-01658,supply
DSS-00167,DFR-01659,supply
DSS-00309,DFR-01660,supply
DSS-00116,DFR-01661,supply
DSS-00372,DFR-01662,supply
DSS-00378,DFR-01663,supply
DSS-00226,DFR-01664,supply
DSS-00192,DFR-01665,supply
DSS-00355,DFR-01666,supply
DSS-00310,DFR-01667,supply
DSS-00313,DFR-01668,supply
DSS-00310,DFR-01669,supply
DSS-00203,DFR-01670,supply
DSS-00366,DFR-01671,supply
DSS-00262,DFR-01672,supply
DSS-00333,DFR-01673,supply
DSS-00274,DFR-01674,supply
DSS-00124,DFR-01675,supply
DSS-00380,DFR-01676,supply
DSS-00407,DFR-01677,supply
DSS-00108,DFR-01678,supply
DSS-00143,DFR-01679,supply
DSS-00227,DFR-01680,supply
DSS-00368,DFR-01681,supply
DSS-00180,DFR-01682,supply
DSS-00239,DFR-01683,supply
DSS-00351,DFR-01684,supply
DSS-00330,DFR-01685,supply
DSS-00086,DFR-01686,supply
DSS-00221,DFR-01687,supply
DSS-00337,DFR-01688,supply
DSS-00290,DFR-01689,supply
DSS-00232,DFR-01690,supply
DSS-00247,DFR-01691,supply
DSS-00161,DFR-01692,supply
DSS-00164,DFR-01693,supply
DSS-00402,DFR-01694,supply
DSS-00329,DFR-01695,supply
DSS-00066,DFR-01696,supply
DSS-00323,DFR-01697,supply
DSS-00173,DFR-01698,supply
DSS-00319,DFR-01699,supply
DSS-00309,DFR-01700,supply
DSS-00244,DFR-01701,supply
DSS-00399,DFR-01702,supply
DSS-00096,DFR-01703,supply
DSS-00258,DFR-01704,supply
DSS-00288,DFR-01705,supply
DSS-00310,DFR-01706,supply
DSS-00232,DFR-01707,supply
DSS-00294,DFR-01708,supply
DSS-00399,DFR-01709,supply
DSS-00076,DFR-01710,supply
DSS-00114,DFR-01711,supply
DSS-00250,DFR-01712,supply
DSS-00221,DFR-01713,supply
DSS-00310,DFR-01714,supply
DSS-00245,DFR-01715,supply
DSS-00252,DFR-01716,supply
DSS-00214,DFR-01717,supply
DSS-00203,DFR-01718,supply
DSS-00334,DFR-01719,supply
DSS-00067,DFR-01720,supply
DSS-00327,DFR-01721,supply
DSS-00125,DFR-01722,supply
DSS-00191,DFR-01723,supply
DSS-00246,DFR-01724,supply
DSS-00336,DFR-01725,supply
DSS-00280,DFR-01726,supply
DSS-00408,DFR-01727,supply
DSS-00094,DFR-01728,supply
DSS-00125,DFR-01729,supply
DSS-00093,DFR-01730,supply
DSS-00294,DFR-01731,supply
DSS-00311,DFR-01732,supply
DSS-00306,DFR-01733,supply
DSS-00258,DFR-01734,supply
DSS-00230,DFR-01735,supply
DSS-00195,DFR-01736,supply
DSS-00061,DFR-01737,supply
DSS-00074,DFR-01738,supply
DSS-00399,DFR-01739,supply
DSS-00136,DFR-01740,supply
DSS-00113,DFR-01741,supply
DSS-00310,DFR-01742,supply
DSS-00398,DFR-01743,supply
DSS-00202,DFR-01744,supply
DSS-00361,DFR-01745,supply
DSS-00380,DFR-01746,supply
DSS-00200,DFR-01747,supply
DSS-00106,DFR-01748,supply
DSS-00269,DFR-01749,supply
DSS-00224,DFR-01750,supply
DSS-00139,DFR-01751,supply
DSS-00237,DFR-01752,supply
DSS-00395,DFR-01753,supply
DSS-00410,DFR-01754,supply
DSS-00148,DFR-01755,supply
DSS-00244,DFR-01756,supply
DSS-00363,DFR-01757,supply
DSS-00124,DFR-01758,supply
DSS-00336,DFR-01759,supply
DSS-00273,DFR-01760,supply
DSS-00318,DFR-01761,supply
DSS-00384,DFR-01762,supply
DSS-00339,DFR-01763,supply
DSS-00237,DFR-01764,supply
DSS-00094,DFR-01765,supply
DSS-00119,DFR-01766,supply
DSS-00170,DFR-01767,supply
DSS-00221,DFR-01768,supply
DSS-00189,DFR-01769,supply
DSS-00076,DFR-01770,supply
DSS-00142,DFR-01771,supply
DSS-00173,DFR-01772,supply
DSS-00073,DFR-01773,supply
DSS-00168,DFR-01774,supply
DSS-00068,DFR-01775,supply
DSS-00387,DFR-01776,supply
DSS-00332,DFR-01777,supply
DSS-00274,DFR-01778,supply
DSS-00374,DFR-01779,supply
DSS-00349,DFR-01780,supply
DSS-00238,DFR-01781,supply
DSS-00197,DFR-01782,supply
DSS-00100,DFR-01783,supply
DSS-00200,DFR-01784,supply
DSS-00144,DFR-01785,supply
DSS-00277,DFR-01786,supply
DSS-00178,DFR-01787,supply
DSS-00286,DFR-01788,supply
DSS-00291,DFR-01789,supply
DSS-00292,DFR-01790,supply
DSS-00202,DFR-01791,supply
DSS-00282,DFR-01792,supply
DSS-00200,DFR-01793,supply
DSS-00092,DFR-01794,supply
DSS-00092,DFR-01795,supply
DSS-00354,DFR-01796,supply
DSS-00366,DFR-01797,supply
DSS-00117,DFR-01798,supply
DSS-00392,DFR-01799,supply
DSS-00187,DFR-01800,supply
DSS-00170,DFR-01801,supply
DSS-00173,DFR-01802,supply
DSS-00217,DFR-01803,supply
DSS-00351,DFR-01804,supply
DSS-00393,DFR-01805,supply
DSS-00356,DFR-01806,supply
DSS-00140,DFR-01807,supply
DSS-00077,DFR-01808,supply
DSS-00181,DFR-01809,supply
DSS-00102,DFR-01810,supply
DSS-00220,DFR-01811,supply
DSS-00210,DFR-01812,supply
DSS-00138,DFR-01813,supply
DSS-00152,DFR-01814,supply
DSS-00342,DFR-01815,supply
DSS-00269,DFR-01816,supply
DSS-00152,DFR-01817,supply
DSS-00072,DFR-01818,supply
DSS-00198,DFR-01819,supply
DSS-00094,DFR-01820,supply
DSS-00234,DFR-01821,supply
DSS-00246,DFR-01822,supply
DSS-00220,DFR-01823,supply
DSS-00368,DFR-01824,supply
DSS-00095,DFR-01825,supply
DSS-00398,DFR-01826,supply
DSS-00310,DFR-01827,supply
DSS-00220,DFR-01828,supply
DSS-00146,DFR-01829,supply
DSS-00286,DFR-01830,supply
DSS-00368,DFR-01831,supply
DSS-00247,DFR-01832,supply
DSS-00261,DFR-01833,supply
DSS-00286,DFR-01834,supply
DSS-00333,DFR-01835,supply
DSS-00319,DFR-01836,supply
DSS-00337,DFR-01837,supply
DSS-00402,DFR-01838,supply
DSS-00105,DFR-01839,supply
DSS-00402,DFR-01840,supply
DSS-00125,DFR-01841,supply
DSS-00153,DFR-01842,supply
DSS-00108,DFR-01843,supply
DSS-00204,DFR-01844,supply
DSS-00340,DFR-01845,supply
DSS-00202,DFR-01846,supply
DSS-00210,DFR-01847,supply
DSS-00322,DFR-01848,supply
DSS-00195,DFR-01849,supply
DSS-00387,DFR-01850,supply
DSS-00248,DFR-01851,supply
DSS-00295,DFR-01852,supply
DSS-00117,DFR-01853,supply
DSS-00318,DFR-01854,supply
DSS-00394,DFR-01855,supply
DSS-00128,DFR-01856,supply
DSS-00357,DFR-01857,supply
DSS-00407,DFR-01858,supply
DSS-00070,DFR-01859,supply
DSS-00221,DFR-01860,supply
DSS-00383,DFR-01861,supply
DSS-00194,DFR-01862,supply
DSS-00202,DFR-01863,supply
DSS-00222,DFR-01864,supply
DSS-00322,DFR-01865,supply
DSS-00194,DFR-01866,supply
DSS-00192,DFR-01867,supply
DSS-00127,DFR-01868,supply
DSS-00273,DFR-01869,supply
DSS-00372,DFR-01870,supply
DSS-00124,DFR-01871,supply
DSS-00270,DFR-01872,supply
DSS-00339,DFR-01873,supply
DSS-00256,DFR-01874,supply
DSS-00214,DFR-01875,supply
DSS-00139,DFR-01876,supply
DSS-00385,DFR-01877,supply
DSS-00137,DFR-01878,supply
DSS-00264,DFR-01879,supply
DSS-00387,DFR-01880,supply
DSS-00407,DFR-01881,supply
DSS-00176,DFR-01882,supply
DSS-00292,DFR-01883,supply
DSS-00219,DFR-01884,supply
DSS-00143,DFR-01885,supply
DSS-00202,DFR-01886,supply
DSS-00302,DFR-01887,supply
DSS-00191,DFR-01888,supply
DSS-00408,DFR-01889,supply
DSS-00292,DFR-01890,supply
DSS-00250,DFR-01891,supply
DSS-00216,DFR-01892,supply
DSS-00083,DFR-01893,supply
DSS-00313,DFR-01894,supply
DSS-00130,DFR-01895,supply
DSS-00073,DFR-01896,supply
DSS-00311,DFR-01897,supply
DSS-00132,DFR-01898,supply
DSS-00216,DFR-01899,supply
DSS-00069,DFR-01900,supply
DSS-00405,DFR-01901,supply
DSS-00234,DFR-01902,supply
DSS-00256,DFR-01903,supply
DSS-00135,DFR-01904,supply
DSS-00202,DFR-01905,supply
DSS-00318,DFR-01906,supply
DSS-00197,DFR-01907,supply
DSS-00370,DFR-01908,supply
DSS-00228,DFR-01909,supply
DSS-00333,DFR-01910,supply
DSS-00230,DFR-01911,supply
DSS-00244,DFR-01912,supply
DSS-00256,DFR-01913,supply
DSS-00278,DFR-01914,supply
DSS-00141,DFR-01915,supply
DSS-00132,DFR-01916,supply
DSS-00292,DFR-01917,supply
DSS-00226,DFR-01918,supply
DSS-00307,DFR-01919,supply
DSS-00111,DFR-01920,supply
DSS-00318,DFR-01921,supply
DSS-00306,DFR-01922,supply
DSS-00372,DFR-01923,supply
DSS-00112,DFR-01924,supply
DSS-00168,DFR-01925,supply
DSS-00194,DFR-01926,supply
DSS-00378,DFR-01927,supply
DSS-00379,DFR-01928,supply
DSS-00403,DFR-01929,supply
DSS-00257,DFR-01930,supply
DSS-00194,DFR-01931,supply
DSS-00096,DFR-01932,supply
DSS-00408,DFR-01933,supply
DSS-00131,DFR-01934,supply
DSS-00406,DFR-01935,supply
DSS-00347,DFR-01936,supply
DSS-00138,DFR-01937,supply
DSS-00074,DFR-01938,supply
DSS-00219,DFR-01939,supply
DSS-00096,DFR-01940,supply
DSS-00152,DFR-01941,supply
DSS-00269,DFR-01942,supply
DSS-00219,DFR-01943,supply
DSS-00230,DFR-01944,supply
DSS-00336,DFR-01945,supply
DSS-00410,DFR-01946,supply
DSS-00311,DFR-01947,supply
DSS-00202,DFR-01948,supply
DSS-00192,DFR-01949,supply
DSS-00286,DFR-01950,supply
DSS-00248,DFR-01951,supply
DSS-00266,DFR-01952,supply
DSS-00385,DFR-01953,supply
DSS-00379,DFR-01954,supply
DSS-00290,DFR-01955,supply
DSS-00378,DFR-01956,supply
DSS-00339,DFR-01957,supply
DSS-00263,DFR-01958,supply
DSS-00260,DFR-01959,supply
DSS-00178,DFR-01960,supply
DSS-00250,DFR-01961,supply
DSS-00333,DFR-01962,supply
DSS-00220,DFR-01963,supply
DSS-00276,DFR-01964,supply
DSS-00118,DFR-01965,supply
DSS-00324,DFR-01966,supply
DSS-00065,DFR-01967,supply
DSS-00323,DFR-01968,supply
DSS-00306,DFR-01969,supply
DSS-00171,DFR-01970,supply
DSS-00410,DFR-01971,supply
DSS-00300,DFR-01972,supply
DSS-00173,DFR-01973,supply
DSS-00388,DFR-01974,supply
DSS-00270,DFR-01975,supply
DSS-00219,DFR-01976,supply
DSS-00403,DFR-01977,supply
DSS-00270,DFR-01978,supply
DSS-00279,DFR-01979,supply
DSS-00263,DFR-01980,supply
DSS-00152,DFR-01981,supply
DSS-00207,DFR-01982,supply
DSS-00222,DFR-01983,supply
DSS-00334,DFR-01984,supply
DSS-00323,DFR-01985,supply
DSS-00332,DFR-01986,supply
DSS-00112,DFR-01987,supply
DSS-00385,DFR-01988,supply
DSS-00359,DFR-01989,supply
DSS-00369,DFR-01990,supply
DSS-00230,DFR-01991,supply
DSS-00330,DFR-01992,supply
DSS-00106,DFR-01993,supply
DSS-00082,DFR-01994,supply
DSS-00282,DFR-01995,supply
DSS-00261,DFR-01996,supply
DSS-00083,DFR-01997,supply
DSS-00336,DFR-01998,supply
DSS-00213,DFR-01999,supply
DSS-00209,DFR-02000,supply
DSS-00310,DFR-02001,supply
DSS-00199,DFR-02002,supply
DSS-00214,DFR-02003,supply
DSS-00118,DFR-02004,supply
DSS-00168,DFR-02005,supply
DSS-00398,DFR-02006,supply
DSS-00260,DFR-02007,supply
DSS-00144,DFR-02008,supply
DSS-00385,DFR-02009,supply
DSS-00372,DFR-02010,supply
DFR-01791,RCL-02011,sectionalising
DFR-01765,RCL-02012,sectionalising
DFR-01595,RCL-02013,sectionalising
DFR-01873,RCL-02014,sectionalising
DFR-01358,RCL-02015,sectionalising
DFR-01898,RCL-02016,sectionalising
DFR-01813,RCL-02017,sectionalising
DFR-01932,RCL-02018,sectionalising
DFR-01808,RCL-02019,sectionalising
DFR-01494,RCL-02020,sectionalising
DFR-01899,RCL-02021,sectionalising
DFR-01701,RCL-02022,sectionalising
DFR-01813,RCL-02023,sectionalising
DFR-01703,RCL-02024,sectionalising
DFR-01593,RCL-02025,sectionalising
DFR-01649,RCL-02026,sectionalising
DFR-01649,RCL-02027,sectionalising
DFR-01668,RCL-02028,sectionalising
DFR-01351,RCL-02029,sectionalising
DFR-01740,RCL-02030,sectionalising
DFR-01496,RCL-02031,sectionalising
DFR-01479,RCL-02032,sectionalising
DFR-01674,RCL-02033,sectionalising
DFR-01985,RCL-02034,sectionalising
DFR-01645,RCL-02035,sectionalising
DFR-01740,RCL-02036,sectionalising
DFR-01605,RCL-02037,sectionalising
DFR-01458,RCL-02038,sectionalising
DFR-01967,RCL-02039,sectionalising
DFR-01615,RCL-02040,sectionalising
DFR-01979,RCL-02041,sectionalising
DFR-01716,RCL-02042,sectionalising
DFR-01587,RCL-02043,sectionalising
DFR-01668,RCL-02044,sectionalising
DFR-01428,RCL-02045,sectionalising
DFR-01780,RCL-02046,sectionalising
DFR-01328,RCL-02047,sectionalising
DFR-01877,RCL-02048,sectionalising
DFR-01417,RCL-02049,sectionalising
DFR-01559,RCL-02050,sectionalising
DFR-01336,RCL-02051,sectionalising
DFR-01866,RCL-02052,sectionalising
DFR-01870,RCL-02053,sectionalising
DFR-01930,RCL-02054,sectionalising
DFR-01942,RCL-02055,sectionalising
DFR-01836,RCL-02056,sectionalising
DFR-01313,RCL-02057,sectionalising
DFR-01423,RCL-02058,sectionalising
DFR-01637,RCL-02059,sectionalising
DFR-01322,RCL-02060,sectionalising
DFR-01649,RCL-02061,sectionalising
DFR-01611,RCL-02062,sectionalising
DFR-01442,RCL-02063,sectionalising
DFR-01720,RCL-02064,sectionalising
DFR-01746,RCL-02065,sectionalising
DFR-01573,RCL-02066,sectionalising
DFR-01470,RCL-02067,sectionalising
DFR-01591,RCL-02068,sectionalising
DFR-01620,RCL-02069,sectionalising
DFR-01838,RCL-02070,sectionalising
DFR-01719,RCL-02071,sectionalising
DFR-01682,RCL-02072,sectionalising
DFR-01830,RCL-02073,sectionalising
DFR-01969,RCL-02074,sectionalising
DFR-01972,RCL-02075,sectionalising
DFR-01740,RCL-02076,sectionalising
DFR-01830,RCL-02077,sectionalising
DFR-01728,RCL-02078,sectionalising
DFR-01487,RCL-02079,sectionalising
DFR-01897,RCL-02080,sectionalising
DFR-01358,RCL-02081,sectionalising
DFR-01859,RCL-02082,sectionalising
DFR-01339,RCL-02083,sectionalising
DFR-01741,RCL-02084,sectionalising
DFR-01597,RCL-02085,sectionalising
DFR-01458,RCL-02086,sectionalising
DFR-01901,RCL-02087,sectionalising
DFR-01969,RCL-02088,sectionalising
DFR-01724,RCL-02089,sectionalising
DFR-01602,RCL-02090,sectionalising
DFR-01356,RCL-02091,sectionalising
DFR-01656,RCL-02092,sectionalising
DFR-01740,RCL-02093,sectionalising
DFR-01587,RCL-02094,sectionalising
DFR-01881,RCL-02095,sectionalising
DFR-01445,RCL-02096,sectionalising
DFR-01685,RCL-02097,sectionalising
DFR-01657,RCL-02098,sectionalising
DFR-01335,RCL-02099,sectionalising
DFR-01487,RCL-02100,sectionalising
DFR-01923,RCL-02101,sectionalising
DFR-01740,RCL-02102,sectionalising
DFR-01948,RCL-02103,sectionalising
DFR-01942,RCL-02104,sectionalising
DFR-01373,RCL-02105,sectionalising
DFR-01415,RCL-02106,sectionalising
DFR-01343,RCL-02107,sectionalising
DFR-01773,RCL-02108,sectionalising
DFR-01369,RCL-02109,sectionalising
DFR-01935,RCL-02110,sectionalising
DFR-01772,RCL-02111,sectionalising
DFR-01482,RCL-02112,sectionalising
DFR-01901,RCL-02113,sectionalising
DFR-01420,RCL-02114,sectionalising
DFR-01691,RCL-02115,sectionalising
DFR-01671,RCL-02116,sectionalising
DFR-01863,RCL-02117,sectionalising
DFR-01670,RCL-02118,sectionalising
DFR-01592,RCL-02119,sectionalising
DFR-01922,RCL-02120,sectionalising
DFR-01360,RCL-02121,sectionalising
DFR-01725,RCL-02122,sectionalising
DFR-01688,RCL-02123,sectionalising
DFR-01517,RCL-02124,sectionalising
DFR-01519,RCL-02125,sectionalising
DFR-01898,RCL-02126,sectionalising
DFR-01859,RCL-02127,sectionalising
DFR-01462,RCL-02128,sectionalising
DFR-01981,RCL-02129,sectionalising
DFR-01722,RCL-02130,sectionalising
DFR-01703,RCL-02131,sectionalising
DFR-01816,RCL-02132,sectionalising
DFR-01344,RCL-02133,sectionalising
DFR-01471,RCL-02134,sectionalising
DFR-01627,RCL-02135,sectionalising
DFR-01420,RCL-02136,sectionalising
DFR-01420,RCL-02137,sectionalising
DFR-01378,RCL-02138,sectionalising
DFR-01427,RCL-02139,sectionalising
DFR-01670,RCL-02140,sectionalising
DFR-01391,RCL-02141,sectionalising
DFR-01949,RCL-02142,sectionalising
DFR-01538,RCL-02143,sectionalising
DFR-01487,RCL-02144,sectionalising
DFR-01778,RCL-02145,sectionalising
DFR-01813,RCL-02146,sectionalising
DFR-01840,RCL-02147,sectionalising
DFR-01608,RCL-02148,sectionalising
DFR-01340,RCL-02149,sectionalising
DFR-01768,RCL-02150,sectionalising
DFR-01707,RCL-02151,sectionalising
DFR-01425,RCL-02152,sectionalising
DFR-01463,RCL-02153,sectionalising
DFR-01649,RCL-02154,sectionalising
DFR-01728,RCL-02155,sectionalising
DFR-01960,RCL-02156,sectionalising
DFR-01357,RCL-02157,sectionalising
DFR-01347,RCL-02158,sectionalising
DFR-01495,RCL-02159,sectionalising
DFR-01472,RCL-02160,sectionalising
DFR-01770,RCL-02161,sectionalising
DFR-01760,RCL-02162,sectionalising
DFR-01345,RCL-02163,sectionalising
DFR-01695,RCL-02164,sectionalising
DFR-01617,RCL-02165,sectionalising
DFR-01532,RCL-02166,sectionalising
DFR-01441,RCL-02167,sectionalising
DFR-01710,RCL-02168,sectionalising
DFR-01934,RCL-02169,sectionalising
DFR-01392,RCL-02170,sectionalising
DFR-01851,RCL-02171,sectionalising
DFR-01975,RCL-02172,sectionalising
DFR-01840,RCL-02173,sectionalising
DFR-01589,RCL-02174,sectionalising
DFR-01510,RCL-02175,sectionalising
DFR-01353,RCL-02176,sectionalising
DFR-01801,RCL-02177,sectionalising
DFR-01803,RCL-02178,sectionalising
DFR-01359,RCL-02179,sectionalising
DFR-01393,RCL-02180,sectionalising
DFR-01342,RCL-02181,sectionalising
DFR-01464,RCL-02182,sectionalising
DFR-01797,RCL-02183,sectionalising
DFR-01838,RCL-02184,sectionalising
DFR-01696,RCL-02185,sectionalising
DFR-01808,RCL-02186,sectionalising
DFR-01861,RCL-02187,sectionalising
DFR-01778,RCL-02188,sectionalising
DFR-01778,RCL-02189,sectionalising
DFR-01327,RCL-02190,sectionalising
DFR-01610,RCL-02191,sectionalising
DFR-02003,RCL-02192,sectionalising
DFR-01590,RCL-02193,sectionalising
DFR-01510,RCL-02194,sectionalising
DFR-01339,RCL-02195,sectionalising
DFR-01966,RCL-02196,sectionalising
DFR-01635,RCL-02197,sectionalising
DFR-01789,RCL-02198,sectionalising
DFR-01421,RCL-02199,sectionalising
DFR-01836,RCL-02200,sectionalising
DFR-01704,RCL-02201,sectionalising
DFR-01856,RCL-02202,sectionalising
DFR-01809,RCL-02203,sectionalising
DFR-01834,RCL-02204,sectionalising
DFR-01323,RCL-02205,sectionalising
DFR-01779,RCL-02206,sectionalising
DFR-01696,RCL-02207,sectionalising
DFR-01586,RCL-02208,sectionalising
DFR-01621,RCL-02209,sectionalising
DFR-01504,RCL-02210,sectionalising
INT-03494,WTP-02211,raw_water
INT-03478,WTP-02212,raw_water
INT-03487,WTP-02213,raw_water
INT-03501,WTP-02214,raw_water
INT-03481,WTP-02215,raw_water
INT-03487,WTP-02216,raw_water
INT-03498,WTP-02217,raw_water
INT-03509,WTP-02218,raw_water
INT-03515,WTP-02219,raw_water
INT-03486,WTP-02220,raw_water
INT-03514,WTP-02221,raw_water
INT-03487,WTP-02222,raw_water
INT-03484,WTP-02223,raw_water
INT-03514,WTP-02224,raw_water
INT-03489,WTP-02225,raw_water
WTP-02219,PMP-02226,treated_water
WTP-02222,PMP-02227,treated_water
WTP-02219,PMP-02228,treated_water
WTP-02222,PMP-02229,treated_water
WTP-02222,PMP-02230,treated_water
WTP-02217,PMP-02231,treated_water
WTP-02211,PMP-02232,treated_water
WTP-02211,PMP-02233,treated_water
WTP-02222,PMP-02234,treated_water
WTP-02217,PMP-02235,treated_water
WTP-02222,PMP-02236,treated_water
WTP-02219,PMP-02237,treated_water
WTP-02217,PMP-02238,treated_water
WTP-02219,PMP-02239,treated_water
WTP-02217,PMP-02240,treated_water
WTP-02222,PMP-02241,treated_water
WTP-02219,PMP-02242,treated_water
WTP-02219,PMP-02243,treated_water
WTP-02222,PMP-02244,treated_water
WTP-02225,PMP-02245,treated_water
WTP-02212,PMP-02246,treated_water
WTP-02219,PMP-02247,treated_water
WTP-02219,PMP-02248,treated_water
WTP-02222,PMP-02249,treated_water
WTP-02219,PMP-02250,treated_water
WTP-02219,PMP-02251,treated_water
WTP-02211,PMP-02252,treated_water
WTP-02221,PMP-02253,treated_water
WTP-02219,PMP-02254,treated_water
WTP-02221,PMP-02255,treated_water
WTP-02219,PMP-02256,treated_water
WTP-02222,PMP-02257,treated_water
WTP-02224,PMP-02258,treated_water
WTP-02219,PMP-02259,treated_water
WTP-02212,PMP-02260,treated_water
WTP-02221,PMP-02261,treated_water
WTP-02222,PMP-02262,treated_water
WTP-02212,PMP-02263,treated_water
WTP-02222,PMP-02264,treated_water
WTP-02222,PMP-02265,treated_water
WTP-02222,PMP-02266,treated_water
WTP-02222,PMP-02267,treated_water
WTP-02219,PMP-02268,treated_water
WTP-02222,PMP-02269,treated_water
WTP-02222,PMP-02270,treated_water
WTP-02212,PMP-02271,treated_water
WTP-02222,PMP-02272,treated_water
WTP-02221,PMP-02273,treated_water
WTP-02211,PMP-02274,treated_water
WTP-02222,PMP-02275,treated_water
WTP-02212,PMP-02276,treated_water
WTP-02219,PMP-02277,treated_water
WTP-02211,PMP-02278,treated_water
WTP-02222,PMP-02279,treated_water
WTP-02222,PMP-02280,treated_water
WTP-02219,PMP-02281,treated_water
WTP-02222,PMP-02282,treated_water
WTP-02217,PMP-02283,treated_water
WTP-02219,PMP-02284,treated_water
WTP-02222,PMP-02285,treated_water
WTP-02221,PMP-02286,treated_water
WTP-02217,PMP-02287,treated_water
WTP-02222,PMP-02288,treated_water
WTP-02219,PMP-02289,treated_water
WTP-02217,PMP-02290,treated_water
WTP-02217,PMP-02291,treated_water
WTP-02221,PMP-02292,treated_water
WTP-02211,PMP-02293,treated_water
WTP-02222,PMP-02294,treated_water
WTP-02222,PMP-02295,treated_water
WTP-02222,PMP-02296,treated_water
WTP-02222,PMP-02297,treated_water
WTP-02221,PMP-02298,treated_water
WTP-02221,PMP-02299,treated_water
WTP-02219,PMP-02300,treated_water
WTP-02219,PMP-02301,treated_water
WTP-02219,PMP-02302,treated_water
WTP-02222,PMP-02303,treated_water
WTP-02222,PMP-02304,treated_water
WTP-02219,PMP-02305,treated_water
WTP-02222,PMP-02306,treated_water
WTP-02222,PMP-02307,treated_water
WTP-02211,PMP-02308,treated_water
WTP-02222,PMP-02309,treated_water
WTP-02211,PMP-02310,treated_water
WTP-02221,PMP-02311,treated_water
WTP-02222,PMP-02312,treated_water
WTP-02222,PMP-02313,treated_water
WTP-02221,PMP-02314,treated_water
WTP-02219,PMP-02315,treated_water
WTP-02219,PMP-02316,treated_water
WTP-02219,PMP-02317,treated_water
WTP-02221,PMP-02318,treated_water
WTP-02222,PMP-02319,treated_water
WTP-02219,PMP-02320,treated_water
WTP-02211,PMP-02321,treated_water
WTP-02219,PMP-02322,treated_water
WTP-02219,PMP-02323,treated_water
WTP-02222,PMP-02324,treated_water
WTP-02222,PMP-02325,treated_water
WTP-02222,PMP-02326,treated_water
WTP-02221,PMP-02327,treated_water
WTP-02225,PMP-02328,treated_water
WTP-02219,PMP-02329,treated_water
WTP-02222,PMP-02330,treated_water
WTP-02222,PMP-02331,treated_water
WTP-02211,PMP-02332,treated_water
WTP-02219,PMP-02333,treated_water
WTP-02217,PMP-02334,treated_water
WTP-02221,PMP-02335,treated_water
WTP-02219,PMP-02336,treated_water
WTP-02225,PMP-02337,treated_water
WTP-02219,PMP-02338,treated_water
WTP-02222,PMP-02339,treated_water
WTP-02219,PMP-02340,treated_water
WTP-02219,PMP-02341,treated_water
WTP-02221,PMP-02342,treated_water
WTP-02219,PMP-02343,treated_water
WTP-02222,PMP-02344,treated_water
WTP-02222,PMP-02345,treated_water
WTP-02217,PMP-02346,treated_water
WTP-02212,PMP-02347,treated_water
WTP-02222,PMP-02348,treated_water
WTP-02211,PMP-02349,treated_water
WTP-02219,PMP-02350,treated_water
WTP-02211,PMP-02351,treated_water
WTP-02222,PMP-02352,treated_water
WTP-02222,PMP-02353,treated_water
WTP-02219,PMP-02354,treated_water
WTP-02221,PMP-02355,treated_water
WTP-02219,PMP-02356,treated_water
WTP-02219,PMP-02357,treated_water
WTP-02222,PMP-02358,treated_water
WTP-02222,PMP-02359,treated_water
WTP-02222,PMP-02360,treated_water
WTP-02221,PMP-02361,treated_water
WTP-02219,PMP-02362,treated_water
WTP-02211,PMP-02363,treated_water
WTP-02222,PMP-02364,treated_water
WTP-02222,PMP-02365,treated_water
WTP-02211,PMP-02366,treated_water
WTP-02219,PMP-02367,treated_water
WTP-02212,PMP-02368,treated_water
WTP-02211,PMP-02369,treated_water
WTP-02212,PMP-02370,treated_water
WTP-02222,PMP-02371,treated_water
WTP-02219,PMP-02372,treated_water
WTP-02221,PMP-02373,treated_water
WTP-02222,PMP-02374,treated_water
WTP-02222,PMP-02375,treated_water
WTP-02211,PMP-02376,treated_water
WTP-02221,PMP-02377,treated_water
WTP-02222,PMP-02378,treated_water
WTP-02211,PMP-02379,treated_water
WTP-02222,PMP-02380,treated_water
WTP-02221,PMP-02381,treated_water
WTP-02222,PMP-02382,treated_water
WTP-02221,PMP-02383,treated_water
WTP-02222,PMP-02384,treated_water
WTP-02222,PMP-02385,treated_water
WTP-02222,PMP-02386,treated_water
WTP-02219,PMP-02387,treated_water
WTP-02219,PMP-02388,treated_water
WTP-02222,PMP-02389,treated_water
WTP-02217,PMP-02390,treated_water
WTP-02222,PMP-02391,treated_water
WTP-02219,PMP-02392,treated_water
WTP-02211,PMP-02393,treated_water
WTP-02219,PMP-02394,treated_water
WTP-02217,PMP-02395,treated_water
WTP-02222,PMP-02396,treated_water
WTP-02221,PMP-02397,treated_water
WTP-02212,PMP-02398,treated_water
WTP-02219,PMP-02399,treated_water
WTP-02212,PMP-02400,treated_water
WTP-02217,PMP-02401,treated_water
WTP-02219,PMP-02402,treated_water
WTP-02222,PMP-02403,treated_water
WTP-02222,PMP-02404,treated_water
WTP-02219,PMP-02405,treated_water
WTP-02217,PMP-02406,treated_water
WTP-02212,PMP-02407,treated_water
WTP-02217,PMP-02408,treated_water
WTP-02222,PMP-02409,treated_water
WTP-02222,PMP-02410,treated_water
WTP-02221,PMP-02411,treated_water
WTP-02212,PMP-02412,treated_water
WTP-02212,PMP-02413,treated_water
WTP-02219,PMP-02414,treated_water
WTP-02211,PMP-02415,treated_water
