asset_class,lat,lon,lat_end,lon_end,length_km,install_year,design_life_years,material,_material_fragility,condition_score,criticality_tier,elevation_m,dist_to_coast_km,vegetation_density,drainage_quality,drought_susceptibility,_soil_corrosivity_true,_customer_density,zone_id,asset_id,network,site_elevation_m,flood_defence_m,has_backup_generation,backup_runtime_hours,diameter_mm,rating_mva,summer_load_factor,pump_rated_kw,last_inspected_year,customers_served,population_served_water,critical_facilities
distribution_feeder,32.625115171425236,-82.04568530512036,32.61984265728319,-82.0643211124997,1.838,1991,45,wood_pole,1.4,45.1,3,73.73,292.58,0.589,0.393,1.0,0.806,0.4488,5,DFR-01606,electric,4.02,0.0,False,0,,,,,2024,5597.0,0.0,0
distribution_feeder,31.05184212628452,-84.58913350627535,31.033727926855704,-84.59626866289436,2.122,1978,45,composite_pole,0.85,26.3,3,25.23,107.9,0.556,0.551,0.445,0.38,0.4693,7,DFR-01607,electric,3.25,0.0,False,0,,,,,2025,3743.0,0.0,1
distribution_feeder,31.21430148150226,-85.66561068137652,31.218660345908393,-85.62706315577358,3.691,1985,45,wood_pole,1.4,37.1,2,34.97,133.57,0.523,0.64,0.507,0.27,0.2418,0,DFR-01608,electric,1.66,0.0,False,0,,,,,2023,3367.0,0.0,0
distribution_feeder,31.15141769815852,-84.75487659638735,31.17207410395155,-84.71068192121685,4.784,1968,45,underground,0.25,77.1,2,23.25,118.19,0.565,0.7,0.508,0.388,0.3292,7,DFR-01609,electric,1.55,0.0,False,0,,,,,2025,4555.0,0.0,1
distribution_feeder,30.770320410463928,-83.91407409715215,30.803546269300696,-83.90080825926805,3.899,1968,45,wood_pole,1.4,20.0,2,24.49,85.13,0.34,0.63,0.522,0.352,0.1516,7,DFR-01610,electric,0.76,0.0,False,0,,,,,2025,2470.0,0.0,0
distribution_feeder,32.607508878510686,-81.83630546217036,32.61615664140552,-81.84504636626227,1.261,1980,45,concrete_pole,0.9,36.2,3,68.88,286.41,0.561,0.433,1.0,0.712,0.5791,5,DFR-01611,electric,2.78,1.73,False,0,,,,,2026,6598.0,0.0,1
distribution_feeder,30.808131215882312,-84.65140425979766,30.817580483437343,-84.66890947662151,1.971,1995,45,wood_pole,1.4,47.2,3,16.77,80.48,0.446,0.772,0.379,0.329,0.2781,7,DFR-01612,electric,2.01,0.0,False,0,,,,,2023,2990.0,0.0,0
distribution_feeder,30.6847596588191,-84.35535129784695,30.69039649172212,-84.34346851261452,1.295,2001,45,wood_pole,1.4,63.8,2,17.97,69.3,0.171,0.442,0.308,0.392,0.5968,7,DFR-01613,electric,1.76,0.0,False,0,,,,,2025,4833.0,0.0,0
distribution_feeder,32.18263139605488,-81.54185413928992,32.13865730642296,-81.50722472499515,5.866,2011,45,wood_pole,1.4,84.2,3,53.77,233.13,0.699,0.638,0.964,0.697,0.2938,3,DFR-01614,electric,3.5,0.0,False,0,,,,,2025,5110.0,0.0,0
distribution_feeder,32.12593988431306,-81.76486413511496,32.11226977938014,-81.7396194959615,2.817,1982,45,wood_pole,1.4,30.8,3,46.98,231.46,0.624,0.632,0.886,0.784,0.3986,3,DFR-01615,electric,3.39,0.0,False,0,,,,,2025,3042.0,0.0,0
distribution_feeder,30.78803420280787,-84.00028809256396,30.78482577219438,-83.99228865393225,0.842,1963,45,underground,0.25,52.9,3,25.39,85.73,0.4,0.651,0.381,0.514,0.2906,7,DFR-01616,electric,4.92,0.0,False,0,,,,,2017,2826.0,0.0,0
distribution_feeder,31.27151032444168,-86.0,31.270038554006366,-85.97413169785193,2.46,1990,45,wood_pole,1.4,40.9,2,39.61,146.69,0.686,0.758,0.585,0.246,0.0845,0,DFR-01617,electric,1.49,0.0,False,0,,,,,2024,684.0,0.0,0
distribution_feeder,30.8633961016558,-84.31553094729422,30.882389493270875,-84.31123804371778,2.148,2001,45,underground,0.25,74.4,3,22.14,89.6,0.351,0.487,0.423,0.344,0.9706,7,DFR-01618,electric,1.52,0.0,False,0,,,,,2023,10727.0,0.0,1
distribution_feeder,31.225794213148824,-84.74346117131618,31.22807956895162,-84.7405860394421,0.373,2023,45,wood_pole,1.4,91.0,2,29.93,126.48,0.599,0.816,0.598,0.314,0.2445,7,DFR-01619,electric,0.49,2.13,False,0,,,,,2026,2176.0,0.0,1
distribution_feeder,32.407946065306184,-84.40332345148263,32.40769555995995,-84.39224407384057,1.039,1988,45,wood_pole,1.4,22.2,3,72.94,260.04,0.533,0.713,0.955,0.341,0.4936,4,DFR-01620,electric,3.26,0.0,False,0,,,,,2025,3447.0,0.0,0
distribution_feeder,31.016502588167008,-84.88573961578886,31.001417317114385,-84.8580290014639,3.123,1986,45,wood_pole,1.4,62.7,3,23.48,103.13,0.529,0.656,0.502,0.356,0.2293,7,DFR-01621,electric,2.65,0.0,False,0,,,,,2023,1834.0,0.0,1
distribution_feeder,31.43356175657965,-85.5086993681163,31.46499845145064,-85.48885134533683,3.964,1975,45,wood_pole,1.4,12.3,1,38.29,155.15,0.667,0.544,0.703,0.509,0.3295,0,DFR-01622,electric,2.94,0.0,False,0,,,,,2024,5354.0,0.0,0
distribution_feeder,30.991421478569688,-85.65572720765529,30.995255800807,-85.62992864061695,2.491,1998,45,wood_pole,1.4,67.5,3,25.77,108.65,0.493,0.714,0.499,0.127,0.1133,0,DFR-01623,electric,2.95,0.0,False,0,,,,,2025,1579.0,0.0,0
distribution_feeder,32.403912274595335,-81.80996717161563,32.40031986188872,-81.81948619843216,0.977,1985,45,composite_pole,0.85,43.8,3,58.83,263.26,0.289,0.479,0.923,0.805,0.8515,5,DFR-01624,electric,1.73,0.0,False,0,,,,,2024,7590.0,0.0,2
distribution_feeder,32.09025402223709,-84.78896980843456,32.078243486103794,-84.77279599237279,2.023,1967,45,wood_pole,1.4,9.1,3,55.88,222.34,0.864,0.783,0.894,0.414,0.1046,4,DFR-01625,electric,0.58,0.0,False,0,,,,,2024,1507.0,0.0,0
distribution_feeder,32.457948719838654,-82.05954438417155,32.42549250291796,-82.12602844657647,7.194,2003,45,wood_pole,1.4,75.4,3,69.69,274.29,0.703,0.613,1.0,0.91,0.2621,5,DFR-01626,electric,7.64,0.0,False,0,,,,,2019,3167.0,0.0,0
distribution_feeder,32.04043482688118,-81.60045944735587,32.024866308951985,-81.59271190687797,1.876,1973,45,wood_pole,1.4,6.2,3,41.42,218.54,0.723,0.644,0.844,0.865,0.1673,3,DFR-01627,electric,1.63,0.0,False,0,,,,,2025,2131.0,0.0,1
distribution_feeder,33.0,-82.10408605007814,33.000467119787466,-82.0960812280348,0.747,2025,45,wood_pole,1.4,100.0,1,91.2,335.29,0.807,0.652,1.0,0.631,0.1821,5,DFR-01628,electric,1.43,0.0,False,0,,,,,2025,3165.0,0.0,0
distribution_feeder,31.19598743512498,-85.20119490095009,31.244509897030255,-85.17165106726439,6.073,2010,45,wood_pole,1.4,65.3,3,31.17,124.74,0.687,0.689,0.614,0.43,0.13,0,DFR-01629,electric,3.51,0.0,False,0,,,,,2021,2260.0,0.0,0
distribution_feeder,32.730310087099774,-84.39144219075835,32.75010404345087,-84.40431863393239,2.505,1993,45,wood_pole,1.4,46.7,3,86.46,295.95,0.649,0.704,1.0,0.56,0.2943,4,DFR-01630,electric,1.41,0.0,False,0,,,,,2025,3703.0,0.0,1
distribution_feeder,32.29975912392557,-81.56035916758245,32.29975885023455,-81.54564140430318,1.381,1980,45,wood_pole,1.4,15.7,3,54.24,246.51,0.683,0.425,0.886,0.745,0.4814,5,DFR-01631,electric,1.36,0.0,False,0,,,,,2024,5814.0,0.0,3
distribution_feeder,30.75498394186513,-84.40046507885901,30.758525139533884,-84.40372851910159,0.501,2002,45,wood_pole,1.4,50.4,3,17.4,76.59,0.319,0.527,0.433,0.408,0.6843,7,DFR-01632,electric,3.51,0.0,False,0,,,,,2025,5800.0,0.0,0
distribution_feeder,32.27562470761419,-84.93321346298767,32.275981160323255,-84.98886440387216,5.223,1944,45,wood_pole,1.4,2.0,3,65.76,242.97,0.867,0.608,0.867,0.365,0.0879,4,DFR-01633,electric,5.13,0.0,False,0,,,,,2020,810.0,0.0,0
distribution_feeder,30.711761169715853,-84.701468452878,30.70170579758929,-84.73939904857134,3.788,2008,45,wood_pole,1.4,71.4,1,12.66,69.56,0.438,0.666,0.359,0.282,0.1504,7,DFR-01634,electric,1.57,0.0,False,0,,,,,2023,2381.0,0.0,0
distribution_feeder,31.924931787380853,-85.68675920370353,31.931555344776474,-85.75135517416297,6.13,2016,45,concrete_pole,0.9,81.5,3,53.52,212.85,0.749,0.83,0.874,0.629,0.0845,0,DFR-01635,electric,3.96,0.0,False,0,,,,,2025,978.0,0.0,1
distribution_feeder,31.152871093834655,-84.50004416439897,31.137232758805098,-84.54494749280381,4.605,1967,45,wood_pole,1.4,5.7,3,27.97,119.79,0.628,0.544,0.521,0.464,0.2953,7,DFR-01636,electric,1.56,0.0,False,0,,,,,2024,5003.0,0.0,0
distribution_feeder,32.234442587402356,-84.62292790623194,32.214159166551674,-84.61825196099825,2.294,2007,45,concrete_pole,0.9,87.3,2,63.14,238.95,0.692,0.67,0.927,0.438,0.2066,4,DFR-01637,electric,4.85,0.0,False,0,,,,,2022,3285.0,0.0,1
distribution_feeder,30.882645796997316,-84.605245363019,30.89258220085445,-84.6267001809487,2.322,1993,45,underground,0.25,94.2,3,22.51,89.01,0.312,0.637,0.449,0.289,0.4104,7,DFR-01638,electric,0.89,0.0,False,0,,,,,2024,8152.0,0.0,0
distribution_feeder,30.646782604061013,-84.96933808061384,30.66138354561698,-84.9721262016603,1.642,2003,45,wood_pole,1.4,52.2,3,11.23,62.28,0.368,0.836,0.358,0.124,0.0855,9,DFR-01639,electric,2.33,0.0,False,0,,,,,2025,1447.0,0.0,0
distribution_feeder,31.076071092192024,-84.45110765109902,31.07880811159764,-84.48925739227667,3.64,1971,45,wood_pole,1.4,15.7,2,27.04,111.71,0.418,0.631,0.596,0.534,0.389,7,DFR-01640,electric,2.48,0.0,False,0,,,,,2020,5668.0,0.0,0
distribution_feeder,30.808924236486817,-83.95470236981397,30.788692669404405,-83.94356829820225,2.484,2017,45,wood_pole,1.4,96.2,3,23.28,88.77,0.448,0.691,0.417,0.351,0.2095,7,DFR-01641,electric,0.11,1.56,False,0,,,,,2025,2609.0,0.0,1
distribution_feeder,31.09666311462979,-84.19651260551372,31.088755338690078,-84.1907473611714,1.035,1988,45,wood_pole,1.4,14.9,3,30.77,117.05,0.587,0.55,0.464,0.429,0.3052,7,DFR-01642,electric,2.8,0.0,False,0,,,,,2024,4282.0,0.0,1
distribution_feeder,32.39175226582376,-84.69164065397328,32.38271611241726,-84.68583915883615,1.141,1988,45,composite_pole,0.85,58.5,2,72.07,256.08,0.749,0.511,1.0,0.409,0.3171,4,DFR-01643,electric,6.3,0.0,False,0,,,,,2025,2344.0,0.0,0
distribution_feeder,32.42640294512695,-84.29016282938157,32.40837701991049,-84.29585823097966,2.071,1986,45,wood_pole,1.4,27.2,2,73.37,263.41,0.783,0.501,0.957,0.362,0.3024,4,DFR-01644,electric,1.21,0.0,False,0,,,,,2018,4747.0,0.0,0
distribution_feeder,31.09204369684035,-84.35567200301924,31.073732624573083,-84.34558867412977,2.247,1985,45,wood_pole,1.4,16.6,3,27.97,114.5,0.433,0.812,0.441,0.546,0.3582,7,DFR-01645,electric,0.6,0.0,False,0,,,,,2022,6272.0,0.0,0
distribution_feeder,31.71585607544148,-85.5623908712671,31.703954159293353,-85.57020117829354,1.513,2025,45,wood_pole,1.4,87.5,3,43.66,187.38,0.84,0.694,0.626,0.489,0.1384,0,DFR-01646,electric,4.14,0.0,False,0,,,,,2024,2461.0,0.0,0
distribution_feeder,32.63046351167652,-81.65945762271002,32.637651413707516,-81.67959401573935,2.044,1991,45,composite_pole,0.85,76.4,1,70.64,285.26,0.802,0.619,0.986,0.625,0.3229,5,DFR-01647,electric,3.52,0.0,False,0,,,,,2023,4310.0,0.0,1
distribution_feeder,32.901889082374815,-82.02829437012961,32.89764744276903,-82.0188051456891,1.002,2008,45,wood_pole,1.4,68.3,2,91.49,322.97,0.675,0.598,1.0,0.656,0.394,5,DFR-01648,electric,3.37,0.0,False,0,,,,,2025,3846.0,0.0,0
distribution_feeder,30.63479786817731,-84.28160049365378,30.614086865454535,-84.255763713588,3.373,1991,45,wood_pole,1.4,67.0,3,16.35,64.65,0.269,0.625,0.313,0.328,0.4964,7,DFR-01649,electric,2.05,0.0,False,0,,,,,2024,4810.0,0.0,1
distribution_feeder,31.936173475955446,-81.92138940210859,31.949397647145656,-81.9125907047803,1.686,2017,45,wood_pole,1.4,79.5,3,46.56,213.65,0.801,0.546,0.734,0.845,0.0989,3,DFR-01650,electric,1.93,0.0,False,0,,,,,2025,1165.0,0.0,0
distribution_feeder,30.502731600902305,-84.31599595577141,30.501394708418776,-84.33549945514197,1.871,1981,45,wood_pole,1.4,19.8,3,9.69,49.56,0.347,0.589,0.173,0.238,0.1824,7,DFR-01651,electric,0.7,1.91,False,0,,,,,2022,3239.0,0.0,1
distribution_feeder,32.84017689687647,-84.45265030595768,32.832524060493704,-84.47710459748987,2.434,2005,45,wood_pole,1.4,69.4,3,88.89,307.52,0.684,0.705,1.0,0.517,0.1653,4,DFR-01652,electric,3.2,1.72,False,0,,,,,2018,1980.0,0.0,0
distribution_feeder,30.862009124761997,-84.57895155402346,30.848253038992205,-84.54053718651726,3.966,1963,45,composite_pole,0.85,21.1,1,21.93,86.89,0.321,0.715,0.453,0.293,0.411,7,DFR-01653,electric,2.78,0.0,False,0,,,,,2024,3792.0,0.0,3
distribution_feeder,32.599204608510504,-81.7457688839497,32.60316727709405,-81.72392464523432,2.09,1969,45,wood_pole,1.4,4.2,3,75.56,283.59,0.544,0.609,1.0,0.684,0.4964,5,DFR-01654,electric,3.84,0.0,False,0,,,,,2018,8830.0,0.0,0
distribution_feeder,31.504899157484164,-85.29579073056092,31.48570487341759,-85.2990221132615,2.152,2019,45,composite_pole,0.85,100.0,3,37.88,160.05,0.553,0.626,0.59,0.478,0.302,0,DFR-01655,electric,3.49,0.0,False,0,,,,,2026,5899.0,0.0,1
distribution_feeder,30.692782192038134,-84.43399609975576,30.64837056044425,-84.43120259948022,4.937,1986,45,concrete_pole,0.9,49.4,3,16.16,69.34,0.203,0.525,0.386,0.4,0.4612,7,DFR-01656,electric,3.94,0.0,False,0,,,,,2024,5189.0,0.0,0
distribution_feeder,32.4990756749996,-81.97833913929736,32.491926378527886,-81.95676115921911,2.17,1990,45,wood_pole,1.4,29.5,2,68.32,277.27,0.579,0.443,1.0,0.791,0.4319,5,DFR-01657,electric,3.51,0.0,False,0,,,,,2023,2968.0,0.0,0
distribution_feeder,30.41488121408454,-84.27707631507825,30.41981882167054,-84.29626255670713,1.917,1990,45,wood_pole,1.4,34.0,1,7.95,40.29,0.206,0.669,0.328,0.385,0.1105,9,DFR-01658,electric,5.43,0.0,False,0,,,,,2025,2203.0,0.0,1
distribution_feeder,31.27519806533301,-85.36560059849113,31.329303301093994,-85.32746534261106,7.011,2006,45,composite_pole,0.85,63.0,3,32.97,135.43,0.505,0.595,0.574,0.28,0.3043,0,DFR-01659,electric,1.08,0.0,False,0,,,,,2024,5329.0,0.0,0
distribution_feeder,30.68884925701149,-84.59693064108326,30.695671804482057,-84.59660999351512,0.758,1975,45,composite_pole,0.85,38.6,2,17.34,67.55,0.199,0.716,0.437,0.34,0.1923,7,DFR-01660,electric,1.95,0.83,False,0,,,,,2023,3211.0,0.0,0
distribution_feeder,31.463681448577546,-85.36297942870937,31.46202006084798,-85.3558047858564,0.704,1985,45,wood_pole,1.4,29.8,3,41.51,156.32,0.542,0.604,0.533,0.486,0.3136,0,DFR-01661,electric,2.4,0.0,False,0,,,,,2025,5990.0,0.0,0
distribution_feeder,33.0,-81.77780099145136,32.9720435513549,-81.79207292444411,3.376,1992,45,underground,0.25,79.5,3,89.62,328.75,0.787,0.578,1.0,0.491,0.182,5,DFR-01662,electric,0.61,0.0,False,0,,,,,2015,3216.0,0.0,0
distribution_feeder,32.52668073314553,-81.91568410540629,32.499745333238224,-81.92398880164164,3.089,2009,45,wood_pole,1.4,85.6,3,67.99,279.08,0.593,0.524,0.971,0.705,0.5503,5,DFR-01663,electric,2.61,0.0,False,0,,,,,2025,7941.0,0.0,0
distribution_feeder,32.37567814240937,-82.01426127677684,32.385789053892886,-82.02763826923456,1.683,1955,45,wood_pole,1.4,2.0,3,64.5,264.28,0.843,0.773,0.99,0.864,0.3223,3,DFR-01664,electric,1.88,0.0,False,0,,,,,2022,3580.0,0.0,0
distribution_feeder,30.840574937444877,-84.40159883002755,30.790400254581726,-84.40823257271731,5.605,1993,45,wood_pole,1.4,27.2,3,20.15,86.08,0.242,0.542,0.329,0.412,0.7865,7,DFR-01665,electric,3.44,0.0,False,0,,,,,2021,12911.0,0.0,1
distribution_feeder,32.27192395979065,-81.84874637179608,32.288819258008765,-81.84959750091419,1.877,1980,45,wood_pole,1.4,28.0,3,55.76,249.42,0.632,0.508,0.897,0.853,0.7008,3,DFR-01666,electric,1.55,0.0,False,0,,,,,2024,6350.0,0.0,2
distribution_feeder,30.7816761480538,-84.30356685096802,30.771676483714714,-84.3256312830733,2.379,2019,45,wood_pole,1.4,73.7,2,22.06,80.67,0.26,0.417,0.467,0.269,0.937,7,DFR-01667,electric,1.74,0.0,False,0,,,,,2026,8818.0,0.0,1
distribution_feeder,31.756038960066167,-85.18765018411267,31.787708344529488,-85.18370771430726,3.535,2000,45,wood_pole,1.4,39.6,3,46.16,186.78,0.75,0.701,0.713,0.439,0.2276,0,DFR-01668,electric,2.97,0.0,False,0,,,,,2021,3559.0,0.0,0
distribution_feeder,30.75853175521875,-84.39906207651092,30.766829338304177,-84.3657237217236,3.311,2024,45,wood_pole,1.4,100.0,3,14.82,77.0,0.285,0.503,0.309,0.42,0.6954,7,DFR-01669,electric,2.5,0.0,False,0,,,,,2021,10542.0,0.0,1
distribution_feeder,32.08103284466777,-84.5301505800397,32.049368607986594,-84.51390711363378,3.832,1990,45,wood_pole,1.4,34.2,3,56.57,222.57,0.601,0.692,0.847,0.533,0.2397,4,DFR-01670,electric,0.88,0.0,False,0,,,,,2021,3422.0,0.0,0
distribution_feeder,30.77016029466396,-83.89171017987096,30.76499627766528,-83.87486677602539,1.706,1995,45,wood_pole,1.4,45.6,3,22.86,85.48,0.536,0.847,0.414,0.473,0.1325,7,DFR-01671,electric,5.69,0.0,False,0,,,,,2022,2072.0,0.0,0
distribution_feeder,32.556943768399826,-84.82349355389617,32.553734422384586,-84.81592841291688,0.792,2013,45,wood_pole,1.4,91.2,3,77.81,274.1,0.813,0.745,1.0,0.362,0.1678,4,DFR-01672,electric,1.62,0.0,False,0,,,,,2025,2392.0,0.0,1
distribution_feeder,30.898730235717114,-84.74997375156231,30.904830786999813,-84.77170009122139,2.177,1980,45,underground,0.25,74.1,3,22.45,90.16,0.403,0.634,0.37,0.328,0.3257,7,DFR-01673,electric,1.93,0.0,False,0,,,,,2020,4978.0,0.0,0
distribution_feeder,32.664556724544184,-81.8482642316669,32.66593885351004,-81.83921869489616,0.859,1991,45,wood_pole,1.4,20.9,3,73.23,292.99,0.526,0.71,0.994,0.65,0.5903,5,DFR-01674,electric,1.78,0.0,False,0,,,,,2019,5031.0,0.0,2
distribution_feeder,31.959637359067564,-81.80219028944325,31.97886776907737,-81.80896448590356,2.228,1973,45,wood_pole,1.4,13.5,3,43.8,213.79,0.814,0.647,0.836,0.881,0.1233,3,DFR-01675,electric,1.32,1.07,False,0,,,,,2023,888.0,0.0,0
distribution_feeder,30.961081057146806,-84.19337943106966,30.967072524435874,-84.17873679669009,1.544,1986,45,wood_pole,1.4,17.8,3,24.74,102.05,0.335,0.45,0.413,0.386,0.6866,7,DFR-01676,electric,2.45,0.0,False,0,,,,,2023,7481.0,0.0,1
distribution_feeder,30.961293736529882,-84.62212218004929,30.952680809272575,-84.57954285855138,4.164,1974,45,wood_pole,1.4,9.9,3,20.11,97.64,0.294,0.42,0.51,0.33,0.475,7,DFR-01677,electric,3.48,0.0,False,0,,,,,2019,7878.0,0.0,2
distribution_feeder,32.64903233532656,-81.77311959227364,32.65341020275245,-81.8011044926673,2.66,2004,45,wood_pole,1.4,69.5,3,70.16,289.7,0.413,0.477,1.0,0.662,0.4876,5,DFR-01678,electric,3.94,1.28,False,0,,,,,2023,9654.0,0.0,0
distribution_feeder,32.360926059890275,-81.77732768669145,32.3977260673024,-81.75871968854989,4.442,2019,45,composite_pole,0.85,100.0,2,59.86,257.81,0.416,0.27,0.882,0.723,0.919,5,DFR-01679,electric,1.04,0.0,False,0,,,,,2021,7924.0,0.0,0
distribution_feeder,32.753807362453195,-84.5567401590747,32.758704094860484,-84.54174179916784,1.502,1994,45,wood_pole,1.4,39.9,1,83.51,297.04,0.718,0.548,1.0,0.376,0.2931,4,DFR-01680,electric,2.96,1.02,False,0,,,,,2025,3887.0,0.0,0
distribution_feeder,32.840623539800454,-81.93708691446847,32.83434279799869,-81.94746477023415,1.193,1973,45,wood_pole,1.4,2.0,3,82.82,314.36,0.68,0.469,1.0,0.549,0.567,5,DFR-01681,electric,2.19,0.0,False,0,,,,,2025,10545.0,0.0,0
distribution_feeder,30.893243079603362,-84.5948923509055,30.882684661887996,-84.58975327988394,1.27,1966,45,underground,0.25,68.0,3,18.26,90.25,0.398,0.533,0.451,0.337,0.4298,7,DFR-01682,electric,3.0,0.0,False,0,,,,,2025,3124.0,0.0,1
distribution_feeder,31.859241567427773,-84.33842419591754,31.830403142862494,-84.34925062775788,3.36,2000,45,underground,0.25,83.3,3,51.97,199.86,0.734,0.596,0.779,0.487,0.2246,4,DFR-01683,electric,1.36,0.0,False,0,,,,,2024,2931.0,0.0,0
distribution_feeder,30.70912067690948,-84.10796083682877,30.71302887280012,-84.1044155604093,0.55,1994,45,underground,0.25,89.5,3,21.2,75.32,0.294,0.641,0.429,0.474,0.4787,7,DFR-01684,electric,3.49,0.0,False,0,,,,,2024,7215.0,0.0,0
distribution_feeder,31.43944312917225,-85.89362048524553,31.467507853911183,-85.92200728370007,4.115,2009,45,wood_pole,1.4,64.9,2,43.26,163.1,0.784,0.702,0.653,0.305,0.0927,0,DFR-01685,electric,2.73,0.0,False,0,,,,,2023,1048.0,0.0,0
distribution_feeder,32.80031941537421,-82.16592936667891,32.8014882194104,-82.13070158799778,3.289,1983,45,concrete_pole,0.9,43.0,3,84.23,314.24,0.768,0.631,1.0,0.729,0.2828,5,DFR-01686,electric,1.55,0.0,False,0,,,,,2022,5444.0,0.0,0
distribution_feeder,32.49493467628783,-81.71286251545516,32.47328385951917,-81.74556706684878,3.892,2025,45,wood_pole,1.4,100.0,3,64.92,271.33,0.468,0.553,0.988,0.647,0.674,5,DFR-01687,electric,2.6,0.0,False,0,,,,,2024,10602.0,0.0,0
distribution_feeder,32.97129828863389,-84.41508567298895,32.96026370605123,-84.39048871979394,2.597,1987,45,wood_pole,1.4,39.8,2,90.37,322.45,0.817,0.74,1.0,0.499,0.0925,4,DFR-01688,electric,5.81,0.0,False,0,,,,,2024,1323.0,0.0,0
distribution_feeder,31.309167416446225,-84.54174242069257,31.317378823039263,-84.53119951021066,1.353,1982,45,wood_pole,1.4,8.4,3,31.26,136.8,0.598,0.726,0.498,0.463,0.1474,7,DFR-01689,electric,1.82,0.0,False,0,,,,,2019,1049.0,0.0,0
distribution_feeder,31.1630808135544,-84.20056814155089,31.154700904328458,-84.11251684113677,8.415,2021,45,wood_pole,1.4,87.3,1,30.45,124.37,0.574,0.661,0.584,0.463,0.1892,7,DFR-01690,electric,1.18,0.0,False,0,,,,,2023,1473.0,0.0,0
distribution_feeder,32.66641584255476,-81.59560807291747,32.689832124252504,-81.58097769591247,2.937,1971,45,wood_pole,1.4,2.9,2,74.46,287.93,0.698,0.709,1.0,0.602,0.2027,5,DFR-01691,electric,6.05,0.0,False,0,,,,,2021,2487.0,0.0,1
distribution_feeder,32.59106837704393,-81.9532537575735,32.56755431076868,-81.94794033476049,2.657,1975,45,wood_pole,1.4,33.0,3,70.73,286.98,0.608,0.493,1.0,0.76,0.539,5,DFR-01692,electric,2.09,0.0,False,0,,,,,2019,7680.0,0.0,1
distribution_feeder,32.5317525314676,-81.89163513443152,32.54525488678831,-81.91529910038483,2.674,1990,45,wood_pole,1.4,60.8,1,70.15,279.15,0.483,0.542,1.0,0.774,0.5823,5,DFR-01693,electric,3.2,0.0,False,0,,,,,2023,10381.0,0.0,1
distribution_feeder,30.571027509685383,-84.14472696921305,30.579300055640893,-84.17161745043624,2.729,1993,45,composite_pole,0.85,57.6,3,14.85,59.45,0.358,0.565,0.375,0.303,0.2515,7,DFR-01694,electric,1.88,0.0,False,0,,,,,2025,2122.0,0.0,0
distribution_feeder,30.9177810969501,-84.06878551711593,30.90451809419675,-84.0452221841446,2.684,2005,45,concrete_pole,0.9,53.3,3,25.25,99.07,0.345,0.558,0.433,0.355,0.4435,7,DFR-01695,electric,2.91,0.0,False,0,,,,,2023,8376.0,0.0,2
distribution_feeder,32.43167808271202,-84.55809033799925,32.43399742600667,-84.4965617370581,5.77,2012,45,underground,0.25,91.6,3,73.1,261.27,0.422,0.346,1.0,0.371,0.6023,4,DFR-01696,electric,2.08,0.0,False,0,,,,,2021,7311.0,0.0,1
distribution_feeder,32.356495962978656,-81.55234889036055,32.346880013676845,-81.55472012692505,1.09,1945,45,wood_pole,1.4,2.0,3,58.56,252.64,0.593,0.488,0.89,0.73,0.4761,5,DFR-01697,electric,1.12,0.0,False,0,,,,,2023,4856.0,0.0,2
distribution_feeder,32.735221113115074,-84.40323249233282,32.744005014586314,-84.38477001337806,1.98,2018,45,wood_pole,1.4,78.1,3,85.16,296.37,0.711,0.662,1.0,0.491,0.2962,4,DFR-01698,electric,3.82,0.0,False,0,,,,,2021,3553.0,0.0,0
distribution_feeder,32.79111349348299,-81.78756155883185,32.766490995191155,-81.81096895252914,3.499,1984,45,underground,0.25,78.4,3,77.48,305.77,0.575,0.71,1.0,0.582,0.4437,5,DFR-01699,electric,3.11,0.0,False,0,,,,,2022,5825.0,0.0,0
distribution_feeder,30.722697420388727,-84.61111680947226,30.740238041492454,-84.60266382170556,2.107,1989,45,wood_pole,1.4,21.6,3,15.61,71.22,0.333,0.546,0.464,0.333,0.212,7,DFR-01700,electric,2.01,0.0,False,0,,,,,2020,1868.0,0.0,0
distribution_feeder,32.36344297385192,-81.5,32.36325751736345,-81.52989443162417,2.803,2012,45,wood_pole,1.4,68.4,2,55.07,252.37,0.775,0.621,0.856,0.647,0.331,5,DFR-01701,electric,1.64,0.0,False,0,,,,,2018,4965.0,0.0,0
distribution_feeder,32.677336262600456,-84.148264586019,32.67292215540777,-84.14170036440709,0.785,1996,45,wood_pole,1.4,33.0,3,83.9,293.2,0.955,0.74,1.0,0.596,0.1153,4,DFR-01702,electric,1.47,0.0,False,0,,,,,2025,1814.0,0.0,1
distribution_feeder,32.56208851690524,-84.73601556875745,32.55107672607449,-84.74308165167162,1.39,1980,45,wood_pole,1.4,23.3,3,75.96,274.83,0.579,0.632,0.964,0.403,0.3,4,DFR-01703,electric,1.46,0.0,False,0,,,,,2025,4546.0,0.0,1
distribution_feeder,32.72501122943325,-84.77955345635816,32.712686444804426,-84.78144245188986,1.379,1998,45,wood_pole,1.4,60.1,3,84.99,292.81,0.872,0.733,1.0,0.366,0.147,4,DFR-01704,electric,1.14,0.0,False,0,,,,,2019,2184.0,0.0,0
distribution_feeder,32.40459866392496,-84.94171137762567,32.401659343835675,-84.93116983381103,1.04,2009,45,concrete_pole,0.9,71.6,1,64.03,257.31,0.706,0.595,0.936,0.327,0.0938,4,DFR-01705,electric,0.93,0.0,False,0,,,,,2023,1344.0,0.0,0
